s1,s2,s3,s4,s5,s6,s7,s8
-2.1436403571648097,-1.4919607858945483,0.3533273537639677,-2.2574157849871024,0.42749408885715784,-1.2542728331554283,-0.2808736590431898,0.9352476547012492
-1.299730698852022,-2.397727842649376,-1.446372350681987,-0.6159634728462859,-0.48432453963049593,0.7719797010968029,1.042942257452371,0.8331326636688416
-0.6667984551174311,-1.423342069473728,-0.8896307154936701,-0.8811211540382641,-0.9662858146882558,-0.15466017737220525,-0.48349854422108174,-0.07455614550811437
0.8232295353410851,0.09999343506848207,-0.8896307154936701,0.8108373830915007,-1.13562355997882,0.7349141059580425,0.0838511342770157,-0.9141682939967987
0.20348338001763147,-0.11958645747814281,0.003745396785257069,-0.45181824163220435,-0.7187921869558926,-0.8218408898698911,-1.6181979012172767,-0.8120533029643912
0.7045547396408494,0.8410755724133411,0.08143027611385943,1.2780199642392716,0.7922215402522194,1.3032532314190342,1.6373085873075206,0.6289026816040265
-2.3941760369764187,-1.5743032455995327,0.19795759510676297,-1.8154863163338057,0.6880136969964875,-0.4141193433435275,0.6647091384536393,1.2529387379131838
-1.0755671958626878,-0.32544260674060366,0.6511193911902767,-0.22454022918193745,1.2481308544960463,0.4630997416071335,1.2860921196658412,1.3777459491750152
-0.6667984551174311,-1.409618326189564,-0.8896307154936701,-0.8811211540382641,-0.9662858146882558,-0.15466017737220525,-0.48349854422108174,-0.07455614550811437
-2.1436403571648097,-1.4919607858945483,0.3533273537639677,-2.2700423412343396,0.42749408885715784,-1.2542728331554283,-0.2808736590431898,0.9352476547012492
0.19029729160649417,1.060655464959966,1.4668106241406016,-0.42656512913773026,1.326286736937845,-1.4025352137104696,-0.7401567321130782,0.9465937648159611
0.2166694684287688,-0.11958645747814281,0.003745396785257069,-0.45181824163220435,-0.7187921869558926,-0.8218408898698911,-1.6181979012172767,-0.8120533029643912
0.9682765078635955,0.9920367485391457,0.39216979342826885,1.0128622830472935,-0.4191946375956635,0.5001653367458938,-0.5240235212566602,-1.526858240191244
1.324300894964303,0.6214956798667162,-1.8218492674368985,1.644190095409146,-2.1255980709082727,1.525646802251596,0.7592674182033222,-2.060125415582706
0.005692053850571816,-0.3666138365930958,-0.0609920026552449,-0.350805791654308,-0.3801166963747641,-0.24114656602931267,-0.42946524150697724,-0.14263280619638607
-0.9568924001624519,-0.07841522762565065,1.0136488280570877,-1.1589053914774792,0.9876112463567166,-1.044234460702453,-0.10526542522235012,1.0260165356189448
-0.7195428087619803,-0.7234311619813613,0.22385255488296377,-1.398809960174983,-0.14564904904936737,-1.266628031535015,-1.037339897040653,0.17505827701554852
0.018878142261709127,0.7175618828558645,1.2078610263785936,-0.8811211540382641,0.9745852659497501,-2.1314919181060894,-1.4696063187534891,0.5608260209157548
