x,y,z,runtime
-10.03,0.02,5.01,1629
10.02,0.01,0.01,1068
5.02,0.02,14.96,958
-5.08,10.15,-0.01,873
-10.05,-0.01,0.01,1071
-9.99,-9.96,15.01,870
-0.01,10.00,10.00,1067
-10.02,-9.99,5.02,1533
9.98,-9.98,0.01,964
-0.01,10.03,5.00,1067
-9.99,9.95,10.01,1519
-5.08,0.08,5.05,1525
9.99,-0.00,10.01,968
0.03,4.99,0.01,973
-0.03,-10.00,0.01,967
-0.00,10.03,9.99,1068
9.97,0.01,4.98,1525
-10.02,-10.00,5.02,1524
-10.01,10.03,5.01,1529
10.02,0.01,0.02,1624
-0.07,0.12,5.02,971
-9.89,-10.01,5.02,1532
9.99,0.01,5.00,1524
0.03,-5.02,0.02,972
-0.02,-9.96,0.01,967
-0.00,-9.98,5.01,1519
-0.05,-9.98,0.01,971
10.01,0.01,0.02,1065
9.86,-9.86,0.09,1526
9.94,-9.98,9.97,1520
-10.03,0.02,5.01,1068
9.99,-9.98,0.01,968
-10.01,-10.01,-0.00,872
-0.12,10.00,4.98,1530
9.99,-9.93,5.02,1523
9.98,0.03,9.99,967
9.97,0.01,10.01,967
4.96,5.02,9.96,1526
-10.03,0.02,5.02,1077
0.01,-4.96,0.04,964
-10.00,-9.98,10.01,1520
9.99,10.02,-0.01,864
4.93,-0.03,10.00,1525
10.00,10.01,-0.00,870
10.02,0.01,0.01,1064
4.98,5.00,9.97,1519
-0.05,0.00,0.02,972
-10.02,14.97,0.00,1069
-0.01,10.03,5.00,1065
9.99,-10.00,10.01,1525
14.95,14.95,0.02,872
10.03,-9.95,14.96,969
9.98,0.01,4.99,1525
0.02,10.00,0.02,1065
-10.02,14.97,-0.00,872
10.01,10.02,-0.01,870
10.02,0.02,0.01,1068
9.98,10.04,0.01,972
-9.95,-9.90,9.99,1523
9.99,-9.99,0.01,969
-5.04,5.08,5.03,1518
10.00,10.01,-0.00,871
10.03,9.99,5.01,1521
-10.02,-9.98,0.02,974
-10.02,-9.99,5.02,1530
-10.05,-5.13,0.05,975
-9.96,0.04,14.95,970
-0.06,-10.00,-0.00,870
0.02,-4.96,5.03,1527
0.00,-9.98,10.02,968
-0.05,-10.00,-0.00,866
-10.01,-10.01,0.00,971
-10.02,-10.02,0.00,973
10.01,10.01,-0.01,872
4.97,5.06,10.01,1526
0.00,-19.99,0.01,1069
7.21,0.17,0.05,970
-0.02,10.00,9.99,970
-0.05,0.00,0.00,971
-10.06,-9.96,4.99,1522
-0.06,0.00,4.99,971
-0.06,0.00,0.01,969
-0.02,-14.97,10.05,2178
9.98,0.02,10.00,967
0.02,10.01,0.01,1068
-10.02,-10.01,0.00,972
10.06,-9.99,14.95,967
-5.07,0.02,-0.01,871
9.99,-9.92,5.03,1530
-0.04,0.00,-0.00,871
10.01,-0.01,0.01,1069
10.00,10.01,-0.00,863
-0.02,-0.02,4.97,969
4.93,5.17,0.03,973
9.99,0.01,5.00,1519
-10.03,0.01,5.03,1070
10.02,0.02,0.01,1067
-10.00,-9.98,5.00,1522
10.01,10.00,4.99,1526
-10.02,-10.00,0.01,972
9.99,-15.05,-0.01,871
9.98,-9.98,0.02,971
-10.06,0.03,0.02,1065
-10.00,-9.98,10.01,1529
-0.05,-9.98,0.01,972
-10.09,0.04,10.00,1069
-10.01,-10.00,0.01,969
-10.01,-9.99,14.97,972
-0.02,-19.98,0.01,1068
-0.01,-10.02,0.01,1071
0.01,15.02,4.96,2180
-0.01,10.02,4.99,1062
-10.00,-9.98,10.01,1521
-0.05,10.00,4.96,1067
-10.02,-10.00,5.02,1520
10.00,-10.04,-0.01,871
-0.01,10.05,5.02,1060
0.15,-0.02,15.12,855
15.04,10.03,0.00,1067
10.00,-0.02,5.00,1064
9.99,0.02,9.99,968
-0.05,-15.04,-0.00,867
10.00,10.01,-0.00,872
-10.01,10.04,5.02,1522
-10.00,10.09,0.02,973
-0.01,-9.98,10.01,970
-10.02,-10.00,5.03,1521
-9.98,0.04,14.95,969
-9.97,10.01,-0.00,864
7.24,0.16,0.03,970
-0.01,-10.00,15.01,869
-0.08,10.02,14.98,1073
-15.06,9.96,-0.01,874
9.98,-9.98,0.01,971
9.97,0.02,10.00,969
-0.01,10.05,5.01,1069
10.00,-9.99,5.01,1530
9.98,0.02,10.00,965
-0.03,-0.01,4.97,966
-10.01,-10.01,0.01,971
-10.03,-9.99,15.03,871
-10.00,0.02,10.00,970
10.00,10.01,-0.01,863
-0.00,9.98,9.98,969
-10.02,0.01,0.04,1070
-10.03,0.02,5.01,1623
9.91,10.10,15.02,866
-10.00,-9.98,5.00,1533
0.03,9.98,0.01,972
10.00,10.00,-0.00,871
0.11,-0.05,15.05,847
-10.05,0.00,0.01,1068
-10.02,0.01,0.03,1068
-0.01,10.01,10.00,1072
9.99,-9.98,0.01,972
-10.02,-9.99,14.98,968
-0.04,-10.01,0.01,1067
-10.03,5.05,0.03,974
-5.00,14.99,0.03,1068
10.01,10.00,5.00,1526
-9.89,-5.11,-0.07,873
-10.03,0.02,5.01,1067
9.98,0.01,4.99,1525
9.98,0.01,4.99,1526
10.00,10.00,-0.01,864
9.99,10.04,-0.00,873
-10.02,0.08,10.02,1067
9.98,0.02,10.00,968
-10.02,-10.00,5.02,1531
7.21,0.17,0.05,970
-0.01,9.99,10.00,971
-10.04,0.02,5.01,1620
9.99,-9.96,4.99,1528
9.98,5.03,0.00,972
10.00,-10.05,-0.01,870
-0.04,-10.02,15.02,868
-5.07,5.05,9.97,1527
-0.03,9.99,-0.01,869
0.01,-9.98,10.00,969
-9.97,9.97,4.99,1531
9.97,-9.99,0.01,970
0.03,4.99,0.01,971
-0.05,-10.00,-0.00,871
0.02,-5.07,-0.02,872
-0.05,-0.01,9.98,967
-5.09,5.00,0.03,973
-9.98,-9.98,15.02,869
0.01,-5.14,9.98,1526
9.99,10.01,-0.00,872
9.98,-9.98,5.02,1532
-10.00,-9.98,5.00,1523
10.04,0.03,0.00,1064
-9.94,9.99,15.03,861
-10.02,-10.01,0.00,974
9.98,0.01,4.99,1526
-0.03,-10.05,15.02,859
-10.01,-10.01,0.00,972
-5.04,0.04,-0.02,871
-10.00,-9.98,5.00,1522
-0.07,-10.03,5.05,1067
-10.02,-10.00,5.02,1522
4.98,-0.04,-0.01,872
-5.01,-4.98,10.01,1521
9.97,0.01,14.98,967
-0.03,-9.99,10.01,969
-0.06,0.00,0.01,964
-15.10,0.18,9.88,2164
-14.99,15.03,0.02,872
10.02,10.00,4.99,1528
-0.08,-0.02,15.05,858
-0.03,-10.01,0.01,1626
-0.01,14.92,9.94,2173
-5.02,-0.02,10.01,1525
9.99,5.03,-0.00,872
-0.04,-10.00,-0.02,872
-10.01,10.04,5.02,1523
10.01,-10.03,-0.02,872
14.97,0.05,0.01,1069
10.00,-9.95,-0.01,870
-0.01,10.00,9.98,1066
15.08,0.02,9.99,2165
-10.08,-0.04,15.00,1065
9.97,-9.99,0.01,964
-5.09,-0.01,10.02,1528
-0.02,9.99,-0.01,861
9.99,-9.96,4.99,1521
0.05,-4.82,15.01,872
-0.05,-10.00,0.01,1076
9.99,9.99,10.00,1527
-0.19,10.09,14.84,1064
-0.01,10.02,4.99,1068
-0.01,-19.98,0.01,1069
9.99,10.02,-0.01,874
10.02,0.01,0.02,1067
-9.97,9.96,10.02,1530
-0.06,-0.00,0.01,973
-9.99,9.93,15.00,865
10.04,-9.95,14.96,968
9.98,10.00,0.01,971
-10.09,0.03,5.01,1069
-10.01,10.08,0.01,971
-5.08,0.11,5.07,1531
-10.05,0.00,0.00,1071
-10.00,0.02,0.03,1068
-10.01,10.03,5.01,1526
-9.99,-9.97,10.01,1520
-10.02,-9.99,0.01,974
10.00,-9.98,0.01,972
-15.01,15.01,0.03,864
-0.01,9.97,-0.01,872
-10.01,10.03,5.01,1522
-10.02,-10.02,0.00,972
-10.01,0.01,0.01,1066
5.07,4.97,15.06,866
-0.02,-5.02,5.04,1527
-10.02,-10.01,-0.00,872
9.98,-15.00,-0.01,872
9.97,0.01,4.99,1518
10.01,-10.02,9.99,1530
-15.03,9.96,-0.02,874
-10.02,-10.01,5.03,1521
-0.05,0.00,0.00,971
9.98,0.04,9.99,970
-0.02,-9.99,10.01,968
-10.01,-10.02,-0.00,872
-10.01,-10.01,0.01,973
10.05,-9.90,9.98,1520
9.99,10.03,-0.01,868
9.98,-9.98,0.01,972
-14.98,0.03,-0.01,869
-0.00,15.00,0.01,1067
-0.06,-0.00,0.02,971
-0.03,-10.00,0.01,973
20.01,-0.02,-0.01,870
-0.06,-0.00,0.01,969
9.99,-9.98,0.01,968
9.99,-9.98,0.01,968
5.01,-5.06,15.02,867
-0.04,-9.99,0.00,970
9.98,10.01,0.00,973
-10.01,10.07,0.01,971
-10.01,-0.00,15.00,869
-0.02,-5.07,9.98,1520
-10.01,10.03,5.01,1521
-4.98,4.94,14.97,970
0.05,9.96,0.04,970
9.98,-9.98,0.01,971
10.02,9.98,5.01,1519
-9.93,10.07,0.02,970
9.98,10.00,0.01,971
0.00,10.05,9.96,1067
-10.02,-10.01,0.00,972
-10.01,-10.00,0.00,972
0.03,4.98,-0.02,864
-15.05,5.04,0.05,1067
9.98,-14.99,-0.01,871
10.00,10.02,-0.00,870
9.98,0.00,5.00,1516
-10.00,-9.99,9.99,1529
-15.05,0.09,14.99,1071
20.00,-0.01,-0.01,869
-5.11,-5.10,-0.01,872
0.01,5.07,14.92,975
9.99,9.99,10.00,1527
10.02,9.98,5.00,1520
-0.05,-0.00,-0.01,870
10.00,-9.98,0.00,972
-9.99,10.01,-0.00,871
10.01,0.01,0.02,1067
9.99,-10.00,10.01,1527
10.00,10.00,9.98,1520
-10.04,0.02,0.02,1068
-9.98,-9.99,15.02,869
9.95,-9.95,0.02,971
9.99,14.99,-0.01,871
5.01,-5.05,15.01,860
-9.92,10.04,0.01,972
-10.01,10.03,5.01,1522
-9.92,10.04,0.01,973
-10.02,-10.00,5.01,1530
9.99,0.01,5.00,1526
-10.02,-10.00,5.02,1523
-0.04,-9.99,0.02,970
-0.04,0.00,-0.00,872
-9.98,10.02,-0.00,872
-14.98,0.03,-0.01,870
-10.01,-10.00,0.00,973
-0.06,-0.00,0.01,969
10.01,9.99,5.02,1522
4.96,0.02,5.03,1524
-10.05,0.00,0.00,1071
-0.11,10.03,4.99,1066
9.99,-15.03,-0.01,865
0.03,9.99,0.00,966
-9.92,10.07,0.04,971
9.98,-9.98,0.01,970
-10.03,-9.98,0.01,973
9.99,-10.00,10.01,1526
10.01,-0.01,0.01,1066
-4.96,-15.01,-0.05,873
-0.01,9.97,-0.01,873
-10.02,-9.99,0.01,973
9.97,-9.99,0.00,973
-0.07,19.97,0.05,1067
-10.00,10.03,5.01,1529
-15.05,5.06,0.04,1071
-9.99,9.49,0.02,972
0.01,-10.00,5.00,1515
9.98,-9.98,5.02,1531
-10.01,10.04,5.02,1521
10.00,-9.98,0.00,973
-10.01,-10.01,0.00,973
-0.01,-9.97,10.02,970
10.05,-9.96,4.95,1527
0.01,9.99,-0.00,864
9.97,0.01,4.99,1519
4.99,-4.96,14.98,968
-5.07,10.15,-0.01,873
9.99,0.04,14.94,965
-9.93,10.07,0.02,972
0.00,-9.96,5.02,1529
-10.01,-10.01,0.00,975
10.05,0.02,5.03,1064
-10.01,10.03,5.01,1529
10.03,0.02,0.01,1068
-8.53,9.89,14.93,968
-4.94,-15.02,-0.06,871
-5.09,0.03,-0.01,870
0.01,-9.99,5.01,1526
9.98,5.03,-0.00,871
-10.01,0.02,0.03,1066
-10.02,0.08,10.02,1066
-10.01,10.04,5.02,1530
-4.90,-5.00,14.94,969
-0.05,-10.00,0.00,1067
10.00,10.00,0.00,972
-9.92,10.07,0.04,974
-0.05,0.00,-0.01,870
9.99,10.00,0.01,970
10.01,10.01,5.01,1522
9.99,9.98,10.01,1527
10.01,-10.01,15.01,869
9.97,0.01,4.99,1526
-9.98,9.54,0.01,972
-10.09,0.05,9.99,1067
4.95,-5.04,9.98,1518
-0.04,-10.03,15.02,868
-10.01,10.04,5.02,1520
5.04,-4.99,0.00,971
-10.03,0.02,5.01,1070
-0.02,10.00,4.99,1065
-10.01,-10.01,0.00,972
-0.03,10.00,10.00,1065
-10.01,-10.02,0.00,974
-10.05,-15.00,0.00,1070
20.01,-0.03,-0.01,862
0.00,-10.01,5.02,1075
-0.01,-9.98,10.01,967
-15.18,-0.05,5.08,1628
-9.98,9.96,4.99,1522
-10.05,0.00,0.00,1071
9.98,10.04,0.01,973
9.99,-9.98,0.01,972
5.08,10.06,0.03,974
9.97,10.04,0.01,973
-0.02,9.98,0.00,968
10.00,-10.01,10.00,1526
9.96,-9.98,10.01,1526
10.01,9.99,5.02,1528
9.98,10.01,0.00,965
-10.03,0.01,5.04,1070
-10.00,-9.98,5.00,1523
-0.03,-10.01,-0.01,871
-10.00,-9.99,10.01,1523
-0.02,10.00,4.98,1065
10.03,0.02,0.01,1066
-0.06,-15.01,0.01,1071
-0.02,10.02,10.00,1064
9.96,-9.97,0.03,971
9.97,10.04,0.01,973
-0.06,-10.00,-0.01,872
9.99,-9.98,5.01,1520
-10.00,10.03,5.01,1530
-0.01,0.03,9.99,967
-9.98,9.94,10.01,1522
-4.87,0.06,14.96,959
-0.03,10.01,14.99,1066
-5.07,0.02,-0.01,871
-15.04,0.08,15.00,1067
-9.98,0.01,9.99,972
10.02,10.00,4.99,1518
14.94,14.98,0.02,864
-10.04,-5.06,-0.01,873
10.00,-10.01,10.00,1529
9.99,-10.01,10.00,1527
-10.15,10.13,15.00,868
10.00,10.01,-0.00,872
10.07,-0.01,14.96,1058
-9.96,9.96,10.02,1532
9.96,0.01,4.99,1526
9.99,-9.98,0.01,972
9.99,-9.98,0.01,970
-0.02,10.04,5.01,1621
10.01,10.01,5.00,1530
-0.00,-10.00,15.01,868
10.03,0.01,0.01,1067
-10.01,10.04,5.02,1524
9.95,-10.00,0.01,973
-10.00,-9.98,5.00,1530
9.98,0.02,10.00,968
0.02,10.00,0.01,1074
15.09,0.02,9.96,2163
-10.01,10.01,10.03,1523
10.02,9.97,5.01,1529
10.00,10.01,-0.01,872
0.03,0.08,5.07,971
-10.05,0.02,0.02,1071
-9.90,10.07,0.05,972
-4.99,-4.97,5.03,1532
-0.02,0.03,9.99,970
-0.07,10.02,14.98,1062
-15.06,0.13,14.98,1067
-10.02,0.04,10.02,1066
10.01,-9.95,-0.01,870
15.08,0.01,9.99,2164
-0.01,10.02,4.99,1067
10.02,-10.02,9.98,1517
-10.07,-0.00,-0.00,874
0.02,10.01,0.01,1065
-10.00,-9.98,4.99,1534
9.85,-9.87,0.09,1530
-0.03,15.06,14.99,1067
9.99,-9.99,0.01,969
20.00,-0.02,-0.01,870
-0.02,-10.03,-0.02,871
-0.03,-10.01,-0.00,866
-0.05,5.05,10.00,1527
10.02,10.00,4.99,1528
-10.05,-14.99,0.00,1071
0.01,-10.00,5.01,1071
9.99,0.01,5.00,1526
-10.02,0.01,0.01,1072
-0.03,-5.09,9.98,1520
-9.91,10.07,0.05,973
10.00,-9.98,0.00,972
-10.01,-9.99,5.01,1521
10.00,-15.04,-0.01,874
-9.99,10.02,-0.00,871
-10.00,-9.99,10.01,1521
-10.01,10.03,5.01,1529
9.98,-9.98,5.01,1519
9.99,-9.97,4.99,1527
9.99,-9.99,5.01,1520
15.08,0.01,9.99,2169
-10.02,-9.99,0.02,973
-9.99,10.03,-0.00,870
-10.02,14.98,-0.00,871
-9.98,9.96,10.01,1520
10.01,-0.01,0.01,1067
-10.00,10.05,0.01,972
10.10,10.16,14.93,968
10.00,10.00,-0.00,870
9.98,5.02,0.00,973
-0.00,10.01,4.99,1067
-10.01,-10.01,-0.01,864
-10.00,-9.98,10.00,1529
-0.00,10.00,9.99,1068
-0.06,0.00,5.00,970
-9.95,-9.90,10.00,1529
-10.01,0.01,0.01,1623
-10.04,-5.06,-0.01,874
10.03,9.99,5.00,1527
9.98,0.01,10.00,968
9.98,0.01,5.00,1528
10.00,10.02,-0.00,870
-0.10,-9.87,15.05,870
10.02,0.00,0.01,1065
0.01,10.05,9.96,1066
-10.03,0.02,5.01,1073
4.99,0.01,14.99,958
-9.94,9.92,10.01,1529
-5.03,0.05,5.01,1524
10.02,0.01,0.02,1626
-10.04,0.02,5.01,1622
-10.01,-10.01,-0.01,872
-5.09,0.03,-0.01,872
10.05,-9.89,9.97,1521
-10.01,10.03,5.01,1527
9.98,0.02,10.00,968
-10.02,-10.01,-0.00,872
0.02,-5.01,14.98,973
9.98,10.04,0.01,973
-0.06,-15.03,0.00,1069
-0.01,-9.98,10.03,970
-10.01,-10.00,0.01,974
-10.01,0.02,0.02,1068
10.03,-0.04,4.98,1066
-0.09,10.00,4.96,1067
-10.05,-10.00,15.04,868
-9.99,9.73,-0.01,872
-0.02,-10.02,0.00,1070
-10.02,-9.99,14.98,965
-0.02,-10.02,5.01,1067
-10.01,0.02,0.02,1065
-9.97,10.02,-0.00,866
-10.01,10.03,5.01,1523
-10.01,10.03,5.01,1533
-10.07,-0.02,5.01,1071
-10.02,0.02,0.02,1632
-5.08,4.99,0.03,974
-10.01,-10.00,0.01,972
10.00,5.02,-0.00,871
-5.00,4.92,14.97,968
-0.05,-15.02,0.01,1073
10.01,0.01,0.02,1065
-10.02,0.01,0.03,1068
10.00,10.01,-0.00,872
10.01,10.01,-0.01,870
-9.99,10.03,-0.00,871
9.99,0.01,5.01,1528
15.03,10.02,-0.00,868
-0.03,-10.00,0.02,974
9.96,0.01,4.99,1527
0.06,-15.03,14.98,1064
9.99,0.01,5.00,1517
-9.96,9.96,10.02,1528
-0.05,5.05,10.00,1519
4.99,5.04,14.99,967
-10.00,-9.98,10.00,1519
-10.01,10.07,0.01,968
-9.98,9.64,-0.01,870
-0.08,15.03,4.96,2178
-10.01,-10.01,0.00,974
9.98,-9.97,5.01,1530
9.94,-4.92,-0.05,870
-10.02,-10.01,-0.00,872
10.02,10.00,5.02,1518
10.00,10.03,-0.01,871
9.95,-9.99,0.01,973
-0.00,14.99,0.01,1620
-9.94,9.98,15.03,869
-10.02,0.01,5.03,1065
-10.02,-10.01,-0.00,865
-10.03,0.02,5.01,1066
-0.04,-10.04,15.02,856
5.03,-0.05,0.01,970
-10.06,0.00,10.03,1072
-10.04,0.02,0.02,1068
-0.01,-4.95,0.04,972
-10.00,10.03,5.01,1522
-10.03,0.01,5.04,1069
9.99,10.03,-0.01,872
-20.05,0.02,0.02,974
-0.08,9.99,4.95,1526
0.02,-4.95,5.04,1518
-9.96,-9.93,9.99,1530
10.00,-0.04,4.98,1518
4.96,0.01,5.03,1529
0.01,-5.06,-0.03,871
-0.07,0.00,0.02,972
10.03,0.01,0.01,1069
-10.02,14.97,-0.00,868
-10.00,10.09,0.02,970
-10.01,10.08,0.02,973
-9.98,10.02,-0.00,872
-10.05,-0.01,0.01,1068
10.02,10.00,4.99,1526
0.01,-10.01,5.01,1072
-10.00,9.99,10.02,1526
9.98,0.04,9.99,968
-0.05,5.05,10.00,1529
-10.00,15.00,-0.00,863
-10.12,-9.90,15.04,870
7.24,0.16,0.02,969
-10.01,10.03,5.01,1523
-0.07,-15.02,0.00,1072
-9.99,10.02,-0.00,871
-0.06,-10.00,-0.01,870
20.01,-0.02,-0.01,860
10.00,10.00,0.00,974
-9.99,9.51,0.01,973
15.03,10.01,-0.00,872
-9.98,10.02,-0.00,871
5.03,10.09,-0.00,872
9.97,0.02,10.01,967
0.00,-10.00,10.00,965
-0.06,-5.02,9.98,1528
-5.04,-0.02,14.98,961
0.03,9.99,0.00,972
10.05,-9.96,4.95,1532
-0.06,-0.00,0.01,970
14.95,0.05,0.01,1065
5.02,-14.96,0.02,1068
-10.06,-9.94,4.99,1524
-0.13,10.18,15.11,868
-0.06,-15.03,0.00,1067
9.98,-9.98,0.01,972
9.87,-9.87,0.09,1519
10.01,10.02,-0.01,872
10.01,9.98,5.01,1527
-9.98,9.95,5.00,1522
9.99,-10.00,10.01,1518
10.03,-0.09,10.02,1062
-0.02,-14.98,10.05,2175
-0.04,10.01,4.96,1068
9.96,-9.94,9.99,1522
-0.05,5.05,10.00,1529
-0.02,-10.01,0.01,1069
10.00,10.03,-0.01,872
9.99,-9.98,0.01,970
-10.00,10.03,5.01,1521
9.99,0.02,9.99,967
-10.23,-0.08,5.39,1069
10.00,10.02,9.99,1521
0.03,9.99,0.00,965
9.99,10.02,-0.01,868
0.12,-0.08,15.04,855
-9.98,10.02,-0.00,863
-10.01,10.03,5.01,1529
-9.99,9.96,15.04,869
10.00,10.02,10.00,1528
5.01,5.06,-0.02,871
9.98,-9.99,0.01,973
-0.02,10.00,10.00,1068
5.07,10.07,0.03,974
-0.03,-9.97,0.03,971
10.02,-10.02,9.98,1529
-0.00,-9.99,15.01,866
10.01,10.01,9.99,1525
9.98,-9.96,14.98,970
-5.03,-0.02,10.01,1522
-0.01,10.00,9.99,972
-10.01,-10.00,5.01,1532
9.98,0.02,10.00,968
9.98,-9.98,0.01,971
10.03,10.00,5.01,1518
-0.02,10.00,4.99,1070
10.01,10.01,-0.01,872
-5.08,4.99,0.04,971
-10.00,10.03,5.01,1529
-0.01,-9.92,5.08,1526
10.01,0.05,4.99,1064
-0.03,9.88,15.04,867
-10.00,-9.99,10.01,1529
9.99,-9.97,14.99,965
0.02,10.00,0.03,966
10.01,10.02,10.00,1528
5.00,-4.99,14.98,968
0.03,-5.04,14.97,974
-10.01,10.04,5.02,1522
5.02,-4.95,5.04,1527
10.00,10.01,-0.00,872
-10.00,9.41,0.04,973
-10.05,0.03,0.02,1067
10.01,-10.03,-0.02,870
-0.06,-0.00,0.01,966
0.01,9.95,15.02,868
0.04,4.98,0.00,972
9.99,10.02,-0.01,873
0.01,-10.00,5.01,1061
-10.02,0.02,0.02,1620
-10.01,0.01,0.02,1068
-0.03,5.09,14.91,975
-9.99,9.95,10.01,1529
9.98,10.04,0.01,970
-0.02,10.01,4.99,1068
0.01,19.99,0.03,1067
-10.00,-9.99,5.01,1524
-0.00,9.99,9.99,969
-10.02,-10.00,5.03,1533
9.98,5.03,0.00,972
-10.06,0.01,10.03,1065
0.02,10.01,0.02,1068
0.00,9.96,15.01,861
-10.01,-9.99,5.02,1530
-10.10,-9.90,15.03,869
0.04,4.99,0.01,972
10.01,-0.01,0.01,1066
-9.98,9.95,10.01,1532
-10.01,-10.00,0.01,970
-0.00,10.05,9.95,1064
-10.03,0.02,5.02,1067
-0.09,-9.98,5.02,1526
-4.93,-5.00,14.93,969
9.95,-9.99,0.01,973
-10.02,0.01,0.02,1078
-9.99,10.01,-0.00,871
9.97,-9.99,0.01,971
10.00,10.01,-0.00,871
10.01,-9.99,5.01,1525
-9.97,10.02,0.00,973
-0.02,0.09,5.04,971
-0.01,-0.01,5.00,972
10.00,-10.01,10.00,1518
10.01,10.00,4.99,1527
5.00,-0.02,5.04,1524
9.99,-9.98,5.01,1518
10.00,0.05,4.99,1065
9.99,-9.98,0.01,963
-10.05,0.00,0.00,1072
5.01,5.08,-0.01,871
-10.05,-0.00,0.00,1067
-10.03,0.01,5.03,1070
-5.07,-0.02,10.01,1519
10.02,0.02,0.01,1068
15.07,-0.01,10.03,2169
-0.06,0.00,0.02,972
-0.02,-9.98,10.01,968
-9.98,10.11,-0.00,872
-10.03,-9.98,0.01,973
-9.98,10.02,-0.00,872
10.01,10.00,4.99,1519
-10.01,9.98,10.03,1529
-5.07,4.98,0.04,973
9.99,-9.98,0.01,972
9.96,-9.99,0.01,971
-9.94,-9.91,9.99,1530
-0.05,-10.00,0.01,1068
-0.02,10.01,4.99,1067
-5.10,5.01,0.02,974
0.05,-5.03,0.03,973
-0.02,-14.97,10.04,2175
9.98,5.02,0.00,972
-0.05,-10.00,-0.00,870
-5.03,5.09,10.01,1521
-10.03,0.02,5.02,1071
10.03,0.00,0.01,1067
9.99,-0.02,10.01,968
-10.03,-10.00,5.07,1529
-5.07,-0.06,4.97,1521
9.96,0.00,4.99,1526
10.01,10.02,-0.01,871
-9.99,9.96,10.00,1524
9.99,10.00,0.00,970
-10.01,0.01,0.02,1069
9.98,0.02,14.97,964
0.02,-5.15,9.98,1528
-10.02,0.02,5.02,1070
-9.94,10.07,0.02,971
10.05,10.03,14.97,968
-15.17,-0.06,5.08,1628
-10.02,0.02,5.02,1077
-0.07,0.00,0.02,969
-0.05,0.01,0.03,972
9.99,10.03,-0.01,872
9.95,-10.00,0.01,967
-0.05,-10.00,-0.00,870
-0.09,9.97,4.95,1521
9.97,0.01,4.99,1527
-10.04,5.03,0.03,974
-5.03,10.10,0.00,972
-14.99,-10.06,0.04,1080
-10.06,-0.00,10.03,1064
5.00,-4.99,14.99,968
-0.05,-10.00,-0.00,859
9.99,-15.07,-0.01,871
-0.02,-9.96,0.01,972
-0.04,0.00,10.02,969
-10.01,10.01,10.00,1530
9.98,0.01,5.00,1521
-4.89,-4.98,14.93,967
-10.03,0.02,5.02,1069
10.01,9.97,14.99,967
0.01,-10.00,5.01,1069
-0.07,-9.89,15.04,861
9.99,0.03,9.99,969
-14.99,-10.06,0.04,1071
-0.02,-14.97,10.05,2176
-10.01,14.98,0.00,1068
4.98,4.97,5.00,1527
-10.06,0.03,10.04,1068
