x,y,z,runtime
10.00,0.02,0.00,1065
-0.06,15.07,5.02,1619
-9.99,-10.00,9.96,1521
10.01,-0.01,4.99,1063
-9.95,-9.99,-0.00,871
-4.96,-0.09,-0.03,864
0.16,-15.01,0.00,1070
-14.99,15.01,0.02,872
-4.95,-0.09,-0.03,869
-0.01,-9.99,10.02,970
-5.05,4.97,5.02,1518
10.04,-10.00,5.00,1527
9.98,9.97,-0.00,860
-10.02,10.05,-0.00,870
-9.97,-5.09,-0.00,871
10.01,-0.01,-0.00,866
9.99,9.98,-0.01,871
10.02,-0.02,10.00,1063
0.03,9.92,15.01,868
0.05,-9.97,-0.00,861
-10.02,-10.03,4.98,1528
-0.04,5.01,-0.00,866
-9.98,-10.00,-0.01,871
-10.08,9.89,-0.01,870
-9.91,0.02,0.02,972
0.05,-9.97,-0.00,865
0.03,-9.96,0.00,971
-10.00,-10.01,4.98,1529
9.99,9.98,5.00,1529
0.01,-20.03,-0.03,862
19.95,-0.00,0.01,1069
-0.02,-4.97,-0.01,871
10.01,0.00,4.99,1064
0.02,-10.04,5.00,1077
-10.00,10.05,0.00,972
-9.98,10.10,-0.01,869
-9.93,-0.04,-0.01,862
10.01,0.02,0.00,1068
0.03,-10.01,-0.01,869
9.98,9.97,-0.00,870
0.04,-10.01,-0.01,868
-9.94,-14.93,-0.02,863
-10.00,10.08,-0.01,870
10.00,-10.01,10.01,1516
4.99,4.99,5.01,1518
-10.00,-10.00,9.95,1532
10.00,0.02,4.99,1064
9.97,10.00,-0.01,868
-10.03,-0.04,4.99,1066
-9.91,0.02,0.02,968
-5.07,10.07,0.00,972
10.01,0.00,4.99,1068
10.03,-9.98,0.00,970
10.03,-9.98,0.00,960
10.00,0.01,-0.00,868
10.03,-10.00,5.00,1518
0.01,10.02,-0.02,871
-0.11,15.14,5.02,1626
10.00,0.00,10.00,1065
-10.08,9.97,15.01,871
0.00,9.99,-0.01,870
10.01,0.02,5.00,1066
-9.98,-10.02,0.00,969
-10.02,-10.02,4.99,1531
-10.07,-0.01,10.01,1066
10.01,0.01,0.00,1067
-4.98,-9.95,0.04,972
4.87,9.93,-0.05,870
10.03,-9.98,0.00,970
-10.00,-0.04,15.00,970
-0.02,9.96,9.99,967
-10.02,10.05,-0.00,870
10.03,-0.02,5.01,1625
-5.02,10.03,0.01,971
0.05,-14.94,5.03,1067
-0.06,-4.98,-0.00,870
10.04,-10.00,5.00,1530
0.01,9.98,0.00,967
0.02,10.00,-0.01,869
-0.03,9.99,5.01,1525
-9.92,-0.05,-0.02,870
10.00,-0.01,5.01,1525
10.01,-0.02,5.01,1068
9.95,-0.06,14.97,966
-9.97,-10.02,-0.00,863
-5.06,10.07,0.00,973
-9.92,-5.03,0.05,971
10.01,-10.01,10.00,1526
9.99,-9.88,-0.01,869
9.95,10.10,15.05,859
-10.03,-0.04,4.99,1063
0.00,0.01,-0.01,864
-0.00,0.11,9.97,966
0.00,0.01,-0.01,871
-0.01,0.02,4.98,969
-0.09,0.00,5.00,972
10.03,-9.98,0.00,972
-0.09,9.93,10.02,967
-9.97,-5.08,-0.01,870
-10.06,9.92,10.01,1531
0.04,-10.01,4.99,1069
-0.04,14.96,10.06,2174
9.98,9.97,-0.01,869
10.01,9.96,15.02,867
-4.98,-9.95,0.04,971
10.00,0.01,-0.00,867
15.03,-14.95,0.00,870
10.01,0.03,4.99,1064
14.99,0.12,0.04,1066
-9.95,-0.03,0.01,972
10.01,-0.02,4.99,1065
-10.03,10.01,5.01,1521
9.98,9.96,-0.00,869
10.02,-0.01,10.00,1060
-9.97,-10.00,-0.00,872
-0.03,9.98,5.00,1521
10.03,-9.98,0.00,967
-10.06,10.02,4.99,1522
-10.02,9.94,10.01,1528
10.01,-0.02,-0.00,868
-0.13,15.04,0.01,1067
-10.02,10.05,-0.00,869
10.03,-14.98,0.00,1068
10.00,-10.00,4.99,1518
-10.02,-0.01,5.00,1068
-9.99,9.95,10.02,1527
-0.02,9.98,5.01,1526
-0.02,-0.06,15.00,956
-9.99,10.08,-0.01,870
10.03,-9.98,0.00,969
5.03,0.09,10.00,1525
0.17,-0.16,10.04,966
-10.00,10.10,-0.01,869
-9.99,-10.00,4.99,1529
0.02,9.99,0.01,969
-9.92,-0.03,0.01,971
4.93,5.08,0.05,973
9.99,-10.01,14.98,967
0.00,9.99,-0.01,870
-10.04,9.38,0.02,972
-10.03,-0.04,4.99,1069
10.04,9.96,0.03,971
10.02,-10.00,5.00,1527
-0.06,10.01,5.01,1067
10.00,-10.00,4.99,1527
-10.04,10.06,-0.01,870
-0.00,5.00,14.99,975
10.00,-10.01,10.00,1525
10.03,-9.98,0.00,962
-10.07,-9.98,14.98,971
9.99,9.97,0.03,968
10.00,0.02,0.00,967
10.08,-9.98,-0.07,869
-10.02,-0.03,4.99,1067
-9.94,-0.05,0.01,972
9.99,-0.03,4.98,1515
-9.94,-14.94,-0.02,871
-10.00,-10.01,10.00,1521
0.02,9.96,4.99,1530
-4.96,-0.09,-0.03,864
-4.91,-4.99,9.99,1527
10.02,-0.01,10.00,1063
10.02,0.03,0.00,1067
-4.98,-0.04,10.01,1529
-0.01,9.96,14.96,969
5.07,0.08,0.03,968
0.01,0.02,-0.01,870
-9.92,-0.03,0.01,971
0.00,0.02,-0.01,869
10.02,-14.99,-0.00,862
10.02,-14.98,-0.00,870
-9.95,-9.99,-0.00,871
-0.07,15.08,4.97,1620
10.00,9.97,0.01,969
-0.04,0.03,10.00,969
10.02,9.96,0.03,971
-9.93,-9.98,-0.00,870
-9.94,-10.01,-0.01,870
10.01,-0.04,5.00,1065
-9.99,-10.00,9.96,1520
10.00,0.01,0.00,1067
9.99,9.98,5.00,1529
0.00,0.01,-0.01,870
10.00,0.01,-0.00,869
-9.96,-10.01,-0.00,867
-4.97,-4.98,5.01,1528
-10.03,10.05,-0.00,862
-9.99,9.96,10.01,1531
10.01,9.98,4.99,1519
10.03,-10.00,-0.01,870
0.03,10.01,0.01,1069
-0.02,-9.99,10.00,970
9.99,9.97,0.03,970
-10.03,10.03,5.02,1520
15.04,9.98,0.03,1066
0.00,-10.02,10.00,1067
0.02,9.93,15.01,867
-9.95,-10.01,0.00,971
-5.08,15.02,0.00,1069
-4.95,-0.10,-0.03,862
5.28,0.03,-0.00,858
10.02,-0.02,10.00,1061
-10.02,-10.03,4.98,1521
-0.04,9.95,14.97,969
5.01,-4.99,15.02,862
-10.00,-10.00,15.02,868
-10.02,-0.06,10.00,1067
-10.02,-10.02,4.99,1533
-0.08,-9.89,15.04,865
-0.03,5.03,0.02,960
10.01,-0.00,5.00,1067
-9.97,-5.02,-0.01,864
0.01,0.02,-0.01,870
9.99,-0.08,0.00,971
-0.02,-4.98,-0.01,861
0.01,0.02,-0.01,870
10.01,9.96,0.02,969
0.00,9.97,10.02,969
10.02,-10.00,5.00,1527
0.05,-14.94,5.03,1616
-0.04,-10.05,5.00,1065
0.10,-15.03,-0.01,870
0.05,-9.96,-0.01,863
10.04,-10.03,0.01,966
-0.01,10.01,-0.02,870
9.98,14.98,0.01,1070
-0.01,-0.01,15.05,860
-5.00,0.00,5.02,1528
10.00,-10.01,-0.01,869
-9.99,-10.00,9.96,1531
-10.03,-0.01,5.00,1068
10.03,9.95,0.03,971
4.98,0.05,0.01,969
14.91,-0.11,9.99,2161
10.03,-10.02,0.01,967
-10.00,10.04,-0.00,870
10.01,0.02,0.00,1067
-10.08,9.92,10.02,1528
10.00,-10.01,10.00,1520
10.04,-10.00,5.00,1526
10.01,0.02,0.00,1068
-10.01,-0.01,4.99,1066
0.03,-9.96,0.00,969
0.02,10.00,-0.01,870
0.02,-0.02,4.99,968
-10.06,9.92,10.00,1532
-9.96,-10.01,0.00,972
-10.08,9.92,10.03,1521
-0.09,-9.88,15.05,868
0.04,-19.99,-0.03,870
4.97,-0.07,4.99,1518
-0.07,10.02,5.01,1066
0.01,9.97,10.02,967
-0.04,10.00,5.01,1520
0.04,-10.00,-0.01,870
-10.04,-0.04,4.98,1067
0.02,-10.03,4.99,1068
-10.04,10.00,5.01,1533
9.98,9.96,-0.00,870
0.00,0.01,-0.01,870
-0.09,-9.88,15.04,869
-9.96,-9.99,-0.00,872
10.03,-10.00,5.00,1527
0.03,-10.02,4.99,1068
-0.01,-9.99,10.00,969
-5.03,4.98,15.03,865
-15.03,10.01,0.01,1071
10.03,-9.98,0.00,971
-0.01,10.00,10.00,968
-10.03,10.04,0.00,970
-9.92,5.01,0.03,969
10.01,-0.01,5.00,1065
0.01,10.01,-0.03,869
-14.99,-0.03,-0.01,872
-10.06,-0.02,10.01,1066
0.00,0.01,-0.01,869
10.03,-9.98,-0.00,869
9.97,9.96,-0.01,870
10.04,9.94,15.04,869
9.99,-0.03,10.01,966
10.02,-0.01,10.00,1064
0.00,0.01,-0.01,866
0.04,-10.01,-0.02,861
10.06,9.99,9.95,1526
15.03,9.99,0.03,1069
0.03,-14.98,15.00,1065
10.00,-10.00,4.99,1522
-10.03,9.93,10.00,1522
0.03,-10.01,4.99,1066
0.07,-9.97,-0.01,867
-0.09,9.93,10.02,969
0.02,-9.94,15.07,869
4.96,-0.06,5.01,1516
-15.02,-0.03,-0.00,867
-9.97,-5.07,-0.01,871
10.00,-10.01,14.98,969
-0.01,9.96,4.99,1519
9.98,9.96,-0.00,869
-5.09,4.89,15.01,868
10.00,9.97,5.00,1518
-0.02,-10.03,10.00,1063
19.96,-0.00,0.01,1068
-0.02,-5.03,5.01,1526
-10.01,-0.02,5.00,1067
-10.01,-0.01,4.99,1069
-9.95,-9.98,0.00,972
9.99,9.97,5.00,1527
9.98,9.97,-0.01,869
-10.00,10.05,0.00,969
0.02,-10.02,5.00,1066
10.00,-0.06,14.96,969
10.02,-10.01,10.01,1526
10.03,-9.98,0.00,968
4.96,-4.96,15.02,866
10.03,-9.98,0.00,959
-15.00,15.00,0.02,871
9.99,9.98,5.00,1519
-0.03,9.96,5.01,1525
9.99,9.98,4.99,1520
0.02,-9.90,15.07,870
-9.95,-9.99,0.00,969
-10.01,10.06,-0.01,869
0.04,-9.98,-0.00,869
10.01,-0.05,5.00,1065
-9.99,-5.05,-0.01,871
10.01,-10.01,10.00,1521
-0.02,-10.04,5.00,1069
-10.02,-0.02,5.01,1068
0.04,-9.98,-0.00,869
-10.03,10.00,5.02,1531
-9.96,-0.03,0.01,972
10.02,-14.98,-0.00,871
10.02,-10.00,5.00,1520
10.02,-10.00,5.00,1519
4.93,-0.06,5.03,1521
10.02,-0.01,10.00,1062
-0.00,-9.99,10.02,971
-9.96,-9.99,-0.00,863
-10.03,10.01,5.02,1530
-10.01,-10.02,5.01,1530
4.82,0.04,0.02,968
9.97,9.99,-0.01,872
10.03,-9.98,0.00,970
10.03,9.96,0.03,972
10.05,-10.00,5.00,1519
-14.97,-0.04,10.01,2164
9.98,14.98,0.01,1070
-0.04,14.96,10.04,2176
-0.03,9.96,10.00,969
10.09,-10.03,15.00,866
10.03,-10.03,0.01,968
10.01,-0.01,4.99,1066
10.03,-9.98,-0.00,870
-9.95,-10.00,4.93,970
9.88,10.15,15.04,868
0.04,-9.99,0.01,969
0.06,-9.96,-0.00,865
-10.06,9.92,10.01,1532
-5.03,-0.04,0.01,972
10.05,5.02,0.05,970
10.01,9.99,10.00,1518
10.11,-10.05,15.00,969
-10.00,-10.00,9.94,1522
9.99,10.00,15.01,868
-0.06,10.02,5.01,1074
10.00,9.98,-0.01,870
-10.04,10.01,5.01,1531
10.01,0.03,5.00,1063
-10.00,-10.01,9.96,1526
-9.96,0.00,-0.00,863
-9.98,-0.04,15.00,968
-10.09,10.11,15.02,870
-10.02,-10.03,4.98,1528
0.04,9.96,15.02,867
0.04,-10.00,-0.01,870
-9.99,10.07,-0.00,870
10.03,-9.98,0.00,968
-0.10,4.94,15.00,973
-10.08,10.00,0.01,970
-9.97,-9.99,-0.00,871
-15.02,-9.98,0.00,1078
10.01,0.02,0.00,1065
-10.00,-10.00,9.96,1518
-5.05,4.95,15.02,865
9.98,9.97,-0.00,869
10.01,-0.00,-0.00,869
-0.03,9.96,5.00,1518
-5.07,10.07,0.00,972
-0.12,15.03,0.01,1068
-10.04,10.00,5.01,1529
10.03,-9.98,0.00,967
-0.01,-0.04,15.04,850
10.01,9.99,4.99,1531
10.03,-9.98,0.00,970
-10.01,10.06,-0.01,861
5.03,0.08,10.01,1523
-0.04,0.01,10.00,965
-9.94,-0.04,-0.01,870
0.00,9.99,10.02,970
-10.02,-10.02,4.99,1520
0.01,10.00,-0.02,870
4.80,14.98,-0.01,871
0.03,-9.99,-0.01,870
10.00,0.02,0.00,1065
-10.06,9.93,9.99,1523
5.01,4.95,5.01,1527
10.01,-10.00,-0.01,866
-10.00,9.95,10.02,1522
-0.04,-9.95,14.96,967
0.02,-10.02,5.00,1075
10.00,0.00,5.01,1524
10.01,0.02,0.00,1072
-0.04,14.96,10.06,2176
-10.01,-0.01,4.99,1066
10.01,0.04,4.99,1065
10.01,0.00,4.99,1064
-0.02,0.03,4.99,968
-10.03,10.02,5.01,1529
0.05,-0.07,4.99,970
-9.94,-0.05,0.00,972
-10.02,9.94,10.02,1520
-0.06,9.94,10.01,970
9.99,9.94,0.02,972
-5.20,-0.10,14.97,959
0.03,-10.01,-0.02,868
10.03,-9.98,0.00,972
9.89,-0.06,14.99,966
10.05,-10.00,-0.00,868
-10.02,-10.02,4.99,1520
-5.03,-0.00,5.00,1527
10.03,-9.98,-0.00,869
10.01,-0.00,4.99,1064
10.03,-9.98,0.00,969
-0.10,0.01,5.00,971
-10.05,10.04,0.00,972
14.98,14.99,-0.01,871
-0.01,10.00,-0.02,870
-10.05,10.02,5.00,1524
14.96,-0.02,14.99,1062
-9.93,-0.05,-0.01,870
-10.04,10.00,5.01,1529
5.00,5.01,5.01,1519
-10.07,-0.01,10.00,1068
-5.06,15.02,0.00,1069
5.04,4.99,15.02,862
0.01,9.98,10.01,967
4.98,4.93,5.01,1530
10.00,9.98,4.99,1519
-10.02,-10.03,4.99,1528
-0.01,-10.00,10.02,971
-10.00,-9.99,9.95,1520
-10.00,-5.07,-0.03,870
-0.07,0.01,4.98,972
-10.02,-10.03,4.99,1519
-9.96,-9.99,-0.00,871
9.97,9.97,5.00,1520
0.01,10.00,-0.02,869
-10.00,-10.01,4.98,1529
-0.03,9.96,5.00,1518
10.03,-9.98,0.00,972
-10.00,-10.00,9.94,1530
10.00,0.02,0.00,1067
9.96,-9.90,-0.02,868
-10.09,10.10,15.02,868
-10.01,-10.01,10.00,1521
10.01,0.02,0.00,1067
-10.03,9.83,15.04,870
