x,y,z,runtime
-0.02,9.95,4.97,1412
0.03,-10.01,0.00,956
-0.08,10.01,14.96,953
-10.01,-9.98,0.01,862
-10.07,10.03,9.95,1409
10.01,-10.01,0.01,860
-10.02,-9.98,-0.01,751
-10.01,-9.98,-0.00,761
9.96,-0.03,10.00,847
0.06,10.03,0.03,1516
-9.96,-10.03,10.01,1409
-10.00,-10.01,4.99,1412
-9.99,4.94,0.01,851
10.08,7.15,14.99,856
-9.98,9.99,5.01,1416
-10.00,10.02,-0.03,757
0.08,-9.96,10.02,859
0.03,9.97,4.97,1413
10.02,15.03,0.01,956
-0.06,14.97,-0.02,761
-9.98,10.06,5.01,1408
0.04,10.02,5.01,950
-10.04,10.00,-0.00,760
10.01,10.00,-0.00,756
0.01,-9.97,0.00,859
9.84,0.09,15.01,747
5.03,-0.14,9.99,1408
-0.05,-10.01,5.00,959
10.02,0.01,-0.01,758
-4.98,5.02,10.00,1410
-9.99,-9.99,-0.01,761
-4.95,5.00,9.99,1417
-10.00,-10.00,5.01,1419
0.01,5.06,-0.01,760
10.00,10.04,5.00,1408
-10.01,10.00,0.00,849
-9.99,-10.00,5.01,1409
10.00,10.00,-0.00,760
9.97,-0.02,10.00,858
9.95,9.97,4.99,1408
-10.00,-9.98,0.01,862
-10.08,10.00,15.00,757
-10.02,10.04,4.99,1415
10.02,10.01,4.99,1418
10.00,-10.03,0.00,856
9.97,9.98,4.99,1407
-9.97,10.01,0.01,856
10.02,10.02,-0.01,759
-10.02,10.02,-0.00,757
10.02,10.01,5.00,1417
15.02,-15.05,0.01,752
-10.02,10.03,10.02,1417
0.01,0.00,4.99,854
10.02,-10.03,5.02,1411
-10.01,0.04,5.01,959
0.01,15.04,10.01,2061
10.00,-10.00,10.00,1415
-10.03,0.06,5.00,958
10.00,-10.00,0.00,859
10.02,10.04,5.00,1409
-9.91,-10.03,15.02,757
-0.04,0.01,0.01,853
9.99,-10.05,0.01,860
-9.99,0.03,4.99,1423
0.02,9.98,9.98,856
-4.95,0.01,-0.02,758
0.00,10.00,-0.02,757
0.03,-9.96,10.01,859
0.01,10.03,10.01,956
-0.03,-10.04,0.02,952
-0.01,-9.99,-0.01,758
-0.02,-10.02,0.02,1505
-0.04,-10.00,5.00,1419
-10.00,-0.03,4.98,1409
-10.00,10.02,5.00,1418
10.01,10.00,-0.00,756
0.03,9.99,-0.01,761
-0.12,9.96,-0.04,748
-10.03,10.00,0.01,861
9.95,9.89,14.97,855
19.99,0.04,-0.02,758
10.02,10.00,4.98,1416
9.98,10.00,0.00,858
-5.02,4.99,5.00,1407
14.99,-0.01,10.01,2062
-9.98,10.02,5.00,1421
0.02,9.96,5.01,1417
10.02,-9.99,4.99,1408
-0.06,5.08,10.02,1413
-10.02,10.05,-0.02,758
10.01,-10.01,0.01,859
-9.89,-9.99,10.01,1409
-9.91,-10.00,10.01,1407
-0.07,-10.06,5.00,957
10.11,-10.03,15.01,757
-5.03,0.04,5.01,1408
0.04,-0.02,10.02,858
-0.04,-9.92,5.01,1408
10.01,10.00,-0.01,757
-0.01,-10.00,0.01,951
14.98,9.99,-0.02,759
15.02,-15.06,0.02,757
-10.03,10.02,10.02,1411
10.04,10.01,-0.00,757
10.03,-9.99,0.01,860
-9.99,-9.99,-0.01,750
0.05,10.00,10.00,954
-0.01,-9.99,-0.00,759
9.98,10.09,14.99,856
-10.07,-9.99,5.01,1415
15.03,-0.04,-0.02,759
0.03,-15.08,10.01,2063
10.03,0.03,5.00,956
-5.14,0.18,15.03,749
0.03,-10.00,10.00,860
10.02,10.04,5.00,1411
20.00,0.00,-0.01,758
-10.07,-9.99,5.01,1414
9.99,-9.92,10.00,1407
-10.02,9.42,0.01,861
-10.01,10.03,-0.02,760
-0.03,0.00,-0.00,758
10.00,-10.04,0.01,859
-10.03,10.05,9.98,1411
1.19,-10.02,0.02,858
10.04,-0.00,5.02,956
-5.05,0.00,5.00,1408
-9.95,10.05,5.00,1411
-9.97,-10.04,-0.01,761
-0.01,-9.94,5.02,1409
-10.02,0.09,10.00,957
-15.09,-0.05,10.00,2055
-10.00,-10.00,5.00,1409
-10.00,9.39,0.01,860
-9.97,10.03,0.01,860
0.04,5.01,-0.02,759
5.00,5.05,14.99,859
9.97,5.00,-0.03,758
-10.01,0.04,5.01,957
10.00,-10.00,0.00,856
-0.02,-10.01,-0.01,753
9.99,10.00,-0.00,760
4.98,10.04,0.21,858
-10.03,10.02,10.02,1417
15.00,0.03,0.01,949
-10.01,10.03,-0.02,759
9.98,-10.00,14.98,857
-10.02,10.00,-0.00,751
-0.02,-9.97,15.01,758
-10.00,0.01,0.00,955
-10.00,-9.99,0.00,861
-9.97,-9.96,0.01,850
10.02,-9.99,4.99,1419
-14.99,0.01,15.00,957
0.02,9.99,-0.01,755
-0.02,-0.02,-0.01,751
-0.01,10.00,-0.01,758
9.99,-15.03,-0.01,758
-9.99,10.05,5.00,1412
0.03,-9.98,5.02,1408
-10.05,0.13,9.99,957
-10.00,-0.02,5.01,956
-0.02,-10.00,5.01,1418
-9.99,-9.99,0.03,862
10.02,-9.99,5.04,1408
-10.04,0.03,15.00,760
0.06,-5.00,-0.00,759
10.02,0.00,-0.01,750
-0.03,-10.05,-0.02,759
4.98,-0.10,14.96,841
-0.08,-15.01,0.01,954
-9.99,0.02,0.00,853
-10.02,10.05,-0.02,761
9.98,-10.03,15.04,757
0.04,10.02,5.01,947
-9.99,10.00,5.00,1417
8.22,-0.02,0.17,858
-9.99,10.04,5.00,1410
-0.02,-10.03,-0.02,759
-4.98,0.06,15.04,743
-10.00,-4.98,-0.01,761
0.05,9.99,4.98,1415
10.01,-10.01,0.01,853
9.99,15.03,-0.02,763
-0.02,-0.01,-0.00,757
9.90,9.98,14.94,858
10.04,-15.00,-0.01,758
9.99,-9.99,9.98,1418
0.04,10.00,4.99,859
0.06,-0.04,10.02,858
0.00,-9.99,0.01,854
10.01,0.01,5.00,954
-14.96,-0.03,-0.00,761
10.00,10.00,-0.00,761
0.01,10.08,14.96,949
0.01,9.98,9.99,858
0.05,-4.92,4.97,849
-9.94,15.01,-0.01,751
0.02,-9.95,10.00,852
10.00,-10.01,0.00,859
-10.02,0.01,-0.01,759
-15.08,-15.06,0.00,751
10.00,10.01,10.00,1418
-9.97,-10.02,5.01,1411
-10.05,-4.97,0.01,860
14.91,0.03,5.04,1506
5.04,0.03,5.02,1415
-0.05,15.01,10.01,2061
0.01,9.99,-0.00,749
9.94,7.62,15.05,753
-4.97,5.06,15.02,757
14.92,5.11,-0.02,749
-4.95,15.01,0.00,954
10.01,0.02,5.00,956
-9.99,15.00,-0.01,757
9.97,-0.02,10.00,858
-10.02,10.03,10.01,1409
10.02,-0.00,5.00,956
0.03,10.00,5.00,1417
0.04,-4.92,4.97,1408
-10.03,10.04,-0.02,750
-0.02,14.97,4.99,1515
9.99,-0.00,4.99,1407
10.02,-0.00,-0.01,757
9.52,-9.73,0.01,859
0.05,5.00,-0.03,758
-9.97,-10.02,-0.00,752
-9.94,-10.02,10.01,1419
-10.00,-9.95,15.03,761
-0.05,-10.00,5.00,1410
10.01,-0.01,10.00,954
-10.06,-10.00,5.01,1423
-9.99,-10.01,5.00,1413
0.02,-4.98,4.99,1415
10.04,-0.01,5.00,954
-10.06,10.03,14.98,860
-15.01,9.99,-0.01,752
10.00,-9.98,5.01,1416
-0.04,-9.99,5.00,1419
9.96,0.02,-0.02,757
0.04,10.02,5.02,954
-0.03,19.97,-0.01,758
-0.02,-0.04,5.02,859
-9.95,0.00,-0.00,761
-15.01,9.99,-0.00,760
10.02,-0.00,-0.01,758
-0.01,-10.01,-0.02,751
-14.95,-9.99,-0.01,752
-15.03,-0.01,15.00,957
9.90,9.95,14.96,854
10.02,-9.99,4.99,1416
10.01,0.01,5.00,954
10.01,-10.01,0.01,860
-10.03,10.00,0.01,859
-10.02,10.00,0.01,860
10.00,10.00,5.00,1409
-9.94,-10.04,15.02,760
-15.01,0.07,5.01,960
10.02,10.01,5.00,1407
-0.10,14.97,-0.01,751
10.03,10.00,15.02,757
10.00,9.99,0.00,858
15.00,-0.00,10.02,2055
-4.91,5.05,15.05,749
-8.08,9.81,14.64,856
5.01,5.03,5.00,1409
-0.02,-10.00,0.01,954
10.01,10.00,-0.01,758
-9.92,-10.01,10.01,1407
-0.08,-15.00,0.00,957
-10.03,10.04,-0.02,750
-9.99,0.03,10.02,854
-10.03,0.04,14.95,955
10.04,-0.01,5.01,955
-0.00,10.00,-0.01,753
-10.02,10.00,-0.00,750
10.01,0.00,-0.01,757
15.02,-15.05,0.01,760
-10.02,10.04,4.99,1409
-15.12,-0.06,9.98,2059
-10.00,14.97,-0.01,758
-9.99,-0.01,0.01,861
10.03,-10.01,0.01,859
-9.99,10.05,5.00,1418
-0.07,5.01,5.00,1417
-9.98,4.95,-0.02,761
10.00,-0.00,4.99,1411
9.99,10.04,4.99,1418
-10.00,10.02,5.00,1410
10.00,-10.00,0.00,860
9.99,-9.99,9.98,1405
9.98,10.00,-0.00,759
-0.02,-0.01,-0.00,758
9.96,5.06,-0.07,757
0.02,5.01,-0.01,757
-9.95,-10.01,9.99,1411
-9.89,-14.94,-0.00,758
-9.94,15.01,-0.01,758
0.06,-4.91,4.96,852
-9.99,-0.04,-0.01,760
9.98,10.00,0.00,861
-15.00,9.98,-0.01,759
9.98,-0.02,-0.02,758
9.98,-10.03,0.01,861
10.03,-9.98,10.00,1407
15.03,-15.04,0.02,758
0.02,9.99,-0.00,753
9.98,10.00,0.00,860
-9.94,-10.05,15.04,750
0.00,10.01,0.00,950
15.02,15.09,0.00,758
-10.08,9.54,0.03,859
-0.02,-10.02,-0.02,756
10.00,-10.01,0.01,856
9.99,-10.00,0.00,857
-10.00,0.02,0.00,860
-0.02,-9.93,5.02,1417
10.04,-0.00,5.00,953
-0.06,-4.90,10.00,1411
0.02,9.97,4.97,1415
10.04,10.01,-0.00,758
0.02,9.97,4.99,1408
0.01,10.01,9.99,954
0.03,14.99,5.01,953
0.01,9.99,10.00,857
10.00,-0.00,4.99,1407
-9.98,0.02,5.02,1410
-5.00,-4.98,15.00,851
-4.98,10.01,-0.03,759
0.01,10.03,10.00,956
-0.01,9.99,0.00,860
-9.98,-9.98,-0.02,751
10.04,-10.01,0.01,858
-9.99,0.05,0.01,861
-10.01,0.01,0.00,959
-9.98,0.02,5.02,1411
-9.99,-4.97,-0.01,760
-15.01,0.07,5.01,954
0.01,10.03,10.00,957
-10.00,0.02,-0.01,760
-9.98,10.03,0.01,859
9.99,0.00,0.00,856
-0.00,-10.00,0.01,854
-10.02,0.01,-0.01,760
0.02,-9.96,10.00,857
0.03,10.01,5.01,953
-10.03,10.05,-0.00,757
-9.96,-10.02,10.00,1422
9.95,-0.04,10.00,858
-10.00,-0.03,4.99,959
-9.96,-10.03,10.01,1419
-15.03,10.00,-0.01,760
10.01,-10.04,0.00,859
4.95,4.99,10.04,1409
-0.01,0.00,-0.00,755
9.99,-10.03,0.01,856
-9.99,-5.00,-0.01,762
-14.96,-0.04,-0.00,754
0.04,-10.00,9.99,954
-0.00,-0.04,5.02,859
10.00,-0.01,10.00,952
-0.01,10.00,-0.02,760
0.03,-9.96,10.00,856
5.03,0.02,0.02,859
-9.99,10.04,-0.01,759
-10.01,-10.00,4.99,1411
10.05,-10.01,5.03,1415
0.01,9.98,5.00,1407
10.02,0.01,-0.00,756
0.02,5.01,-0.03,757
10.01,-10.00,0.00,858
10.01,-0.01,5.00,953
5.07,0.07,15.01,746
10.10,-10.00,10.01,1407
9.94,-9.97,15.05,758
10.00,-10.04,0.00,861
-10.01,0.02,-0.01,750
-0.00,-10.02,-0.03,754
-10.02,-9.98,0.01,861
-4.99,-10.02,0.03,852
10.04,-10.01,0.01,859
-10.05,0.06,4.98,957
-10.03,10.00,-0.00,760
-10.04,0.02,14.99,953
-4.95,5.06,15.04,756
9.98,10.00,-0.00,758
14.98,5.02,-0.02,757
10.01,10.01,-0.01,759
-10.01,10.02,5.00,1418
0.04,9.98,5.00,1415
9.99,-10.03,0.01,853
15.00,-0.00,5.01,956
-9.99,10.03,10.03,1407
0.03,-10.01,-0.02,753
5.00,15.00,0.00,954
10.03,10.02,-0.01,758
5.06,0.07,5.00,1406
10.01,10.00,-0.01,759
-0.02,-4.94,10.01,1420
0.03,15.02,10.02,2063
-10.01,0.04,5.00,955
-0.01,4.65,15.09,741
-0.00,10.00,0.00,1516
-9.99,0.06,0.01,858
-0.00,-9.91,10.01,857
0.01,10.00,-0.00,757
9.96,9.91,14.96,854
10.02,10.02,-0.01,759
0.25,-0.02,15.02,746
-9.99,-9.96,0.00,853
10.00,0.01,5.00,957
-0.01,-10.01,0.01,1513
-0.02,-10.02,0.02,1518
-5.03,-5.00,5.02,1410
5.05,5.05,4.99,1415
20.01,0.02,-0.01,757
10.02,-10.00,5.00,1409
-10.01,-9.98,0.01,860
-10.01,-0.00,0.00,948
4.96,-5.00,15.10,757
-0.05,-10.00,5.00,1416
-10.02,10.02,4.99,1409
10.01,-10.01,0.01,859
4.96,14.95,0.00,954
10.07,-9.98,10.01,1407
-0.02,-0.02,-0.01,759
0.01,10.02,10.00,955
-10.03,0.05,4.98,955
-10.02,-10.08,0.00,860
10.01,-10.01,0.01,860
10.05,-10.01,5.03,1409
-10.02,-0.07,14.98,956
0.03,9.99,5.02,1408
-9.97,10.05,-0.01,758
4.94,4.95,0.00,861
0.05,-4.94,0.02,851
-4.96,14.99,0.00,958
-10.00,-10.00,5.00,1411
0.05,9.99,4.98,1415
10.00,-9.98,5.02,1412
10.02,10.03,-0.01,751
10.01,10.00,-0.01,750
4.96,5.04,9.99,1410
9.99,-0.01,4.99,1409
-10.01,10.03,10.02,1410
10.00,10.02,10.00,1418
-14.97,15.02,-0.03,749
0.01,10.04,0.02,959
10.00,-0.00,0.00,860
-10.03,10.05,15.00,859
-4.97,5.07,15.02,755
10.01,-10.01,0.01,857
14.96,-5.03,-0.00,753
-9.94,-14.96,-0.03,759
-0.05,9.97,15.00,858
-10.00,0.00,0.00,859
9.97,-0.02,14.95,857
-0.11,9.96,14.96,850
10.02,-9.99,4.99,1419
-10.00,-9.97,15.02,762
-15.15,-0.06,10.02,2055
-0.04,-9.98,5.01,1417
10.01,-0.00,-0.01,758
10.01,-0.02,4.99,953
-0.03,0.00,-0.00,758
0.04,-10.00,0.00,957
-0.01,-9.99,-0.01,759
5.00,0.01,0.02,858
0.05,10.00,4.98,1416
10.01,10.05,5.00,1409
-9.99,-10.00,-0.01,760
10.03,-0.03,9.99,952
-10.00,-10.00,5.01,1413
0.06,-5.01,-0.00,758
-9.99,0.01,-0.00,759
0.04,10.02,5.01,1509
-0.00,10.00,-0.01,753
0.03,10.01,5.00,953
-9.97,10.01,0.01,851
-0.01,0.01,-0.00,758
-15.02,-0.00,15.00,955
-4.99,-4.99,5.02,1406
9.98,-0.01,10.00,858
9.97,-0.01,-0.01,757
0.04,-4.94,4.98,1406
-10.03,10.00,0.01,862
-10.01,10.05,-0.02,760
10.00,10.00,4.99,1408
0.05,9.98,4.97,1412
0.01,9.98,9.99,856
10.04,-10.00,5.01,1408
0.01,-9.98,0.00,861
-10.00,-10.00,5.00,1420
-0.00,-0.02,5.01,856
-9.97,-10.00,5.01,1419
-10.00,-9.99,0.00,862
10.02,-10.00,5.00,1408
-19.99,0.02,0.02,959
-0.02,-9.94,10.01,856
10.01,10.00,-0.01,757
-9.99,0.01,5.00,1408
-0.02,-10.01,0.02,953
-14.98,0.00,15.01,760
9.95,10.01,5.02,1406
10.07,0.05,15.03,754
-10.06,9.97,10.01,1410
0.02,10.03,10.00,955
-0.02,5.06,9.98,1418
15.00,5.02,-0.03,748
-0.01,9.99,-0.00,758
9.96,-0.04,10.00,857
-9.99,-9.98,-0.01,759
-0.02,-0.01,-0.00,751
0.04,-10.01,-0.00,760
4.97,0.03,0.02,850
-9.99,0.04,0.01,860
0.03,9.98,5.02,1407
-9.99,0.03,0.01,858
-9.97,-14.94,-0.01,759
9.99,-9.97,5.02,1414
0.02,5.02,-0.03,759
-0.00,0.02,-0.01,760
10.01,10.00,-0.00,758
10.00,-10.04,5.01,1411
-10.03,10.04,-0.02,760
10.03,-9.99,5.00,1410
9.99,-0.00,0.00,856
-10.04,0.03,14.97,952
-4.92,-5.04,4.95,1417
-9.92,-10.01,10.01,1416
-0.05,0.00,0.01,859
-0.07,-10.00,10.01,947
10.01,10.02,10.00,1409
0.06,-4.93,0.02,861
10.09,-10.01,15.01,750
10.04,-9.99,0.01,860
-10.00,-9.96,15.03,756
0.05,9.98,4.97,1413
-10.04,10.00,10.02,1409
-0.04,-5.03,-0.02,761
-0.02,-10.01,0.01,953
0.03,-9.96,10.00,859
0.03,10.02,5.01,955
10.04,-0.01,5.01,955
5.00,5.03,0.02,861
9.99,-0.01,10.00,846
10.01,-0.00,4.99,954
10.02,10.02,-0.01,761
-9.96,-0.02,9.93,860
10.04,0.01,9.99,955
0.01,0.03,-0.01,757
9.97,-10.03,0.03,852
10.00,-0.02,10.00,956
0.02,10.04,10.00,955
-10.03,0.03,10.00,953
-4.94,-0.02,9.99,1411
-10.00,0.00,0.00,860
10.02,10.02,10.01,1420
-0.01,-9.98,4.99,1418
-0.03,-15.02,0.01,954
15.05,10.03,-0.02,758
9.99,-10.01,10.00,1407
-0.01,-15.02,4.98,2065
10.00,10.01,4.99,1409
-4.96,15.00,0.00,957
9.99,-10.03,0.01,860
-15.01,-0.04,0.00,956
-0.12,9.96,-0.05,758
10.02,10.02,10.01,1413
15.00,-0.01,4.99,2054
0.03,9.97,4.99,1410
4.99,-5.07,-0.02,757
0.03,-10.01,0.02,952
9.99,10.03,5.00,1417
10.00,10.04,5.00,1408
10.00,-15.02,-0.01,760
-10.01,0.04,5.01,959
-0.07,-14.95,15.01,750
0.03,-10.00,0.01,951
10.02,-10.00,0.01,857
-9.99,-10.01,4.99,1409
9.89,9.86,14.95,1406
10.01,10.02,-0.01,760
-10.01,10.03,5.00,1418
10.00,10.01,5.00,1409
-9.99,0.03,10.01,861
-10.00,-4.97,-0.01,760
10.04,-10.01,0.01,858
10.02,10.02,-0.01,750
-9.95,-10.06,15.01,759
10.01,0.01,5.00,956
-10.03,10.00,0.00,860
10.01,10.00,-0.00,758
10.01,-0.01,-0.01,749
10.01,10.04,5.00,1418
10.02,-0.00,10.00,954
-10.03,10.00,0.00,860
-10.06,10.02,10.01,1414
-9.99,10.00,5.00,1412
10.00,10.03,10.00,1415
15.02,-0.01,10.02,2055
10.04,-0.00,5.00,954
-10.06,-4.96,0.00,862
-0.01,9.94,14.99,858
10.01,10.00,-0.01,758
-9.99,-9.99,-0.02,759
-0.02,-0.00,-0.00,751
9.92,9.95,14.95,855
-10.00,10.02,5.00,1408
1.16,-10.00,0.02,860
-9.99,-0.01,0.01,861
10.01,10.01,-0.01,758
0.05,14.97,5.01,1514
9.99,0.01,14.98,857
-10.04,0.02,4.99,959
0.07,-10.05,15.02,750
9.99,-10.00,0.00,859
-10.01,0.00,0.00,955
-5.00,9.99,-0.03,760
10.00,10.05,4.99,1409
15.00,0.04,0.01,955
-10.00,-9.99,0.00,853
-9.99,-10.00,5.02,1418
-9.99,-10.00,-0.01,761
10.02,10.01,5.00,1411
-9.96,-10.01,9.99,1422
-0.03,-10.05,-0.02,752
10.04,0.03,5.00,953
-10.08,0.17,9.99,953
10.00,-0.00,5.00,954
-10.00,0.07,0.01,862
9.99,10.00,0.00,858
-0.02,0.01,-0.00,750
10.00,10.06,5.00,1421
0.03,10.01,5.01,956
-9.99,-10.02,-0.00,752
10.01,10.02,-0.01,758
-0.02,-9.98,5.00,1411
0.04,-0.05,4.98,847
9.98,-10.03,0.03,858
-0.02,-15.01,0.01,958
10.09,-10.00,0.07,859
10.00,0.02,-0.02,757
-10.00,-10.02,10.00,1409
10.00,-10.01,0.00,858
0.03,10.02,10.00,954
-10.01,10.01,0.00,852
-10.03,-10.00,5.01,1420
0.03,-9.96,10.00,850
-10.00,-0.04,15.03,759
-5.04,-5.01,-0.01,759
10.02,10.01,-0.01,751
0.04,-10.03,15.02,758
9.95,-9.97,15.05,747
0.02,-9.95,10.02,857
10.00,9.99,0.00,855
-9.84,-10.05,15.03,759
0.03,9.98,4.98,1414
-15.03,10.00,-0.01,761
-4.98,5.03,9.98,1409
10.01,0.00,4.99,956
0.00,9.96,9.98,850
-0.01,0.02,0.00,859
-9.98,-10.00,5.00,1413
-0.00,10.00,-0.00,757
-0.00,5.05,-0.03,751
10.03,0.00,5.01,954
0.01,-9.98,-0.00,760
-9.97,-10.00,5.01,1412
10.01,10.02,10.01,1419
-0.02,-10.03,0.02,942
-9.99,0.00,0.00,861
0.00,9.98,10.00,858
0.01,-15.04,10.02,1510
10.00,-0.00,10.00,859
-10.02,10.05,-0.02,759
0.03,-9.96,10.00,859
10.03,10.01,-0.00,758
-10.00,0.03,5.00,956
-9.99,0.03,4.98,1416
10.03,-0.03,9.99,954
15.03,-0.05,-0.02,758
0.07,-4.95,0.02,859
4.97,0.05,0.02,858
9.98,-9.97,5.00,1416
10.01,-10.01,0.01,858
-0.02,9.98,4.99,1417
0.00,9.96,9.98,853
5.02,0.01,5.01,1406
-9.93,0.02,9.97,860
10.02,-10.00,0.01,858
0.02,-9.96,10.01,851
10.01,-10.01,0.01,859
10.01,-10.01,0.01,856
10.01,-0.01,-0.00,758
9.96,-10.03,9.99,1406
-10.01,9.99,10.02,1419
-10.01,-0.00,0.01,958
10.02,0.00,5.00,956
15.02,-0.07,-0.02,756
10.02,10.02,-0.01,752
-0.03,-10.04,-0.02,755
9.99,0.00,-0.00,756
10.00,-0.02,5.00,956
8.23,-0.00,0.16,860
-9.99,-9.99,-0.01,758
-0.02,9.96,0.01,850
10.02,10.03,5.00,1409
-10.02,10.04,4.97,1417
10.00,10.18,15.03,746
10.05,10.01,-0.00,758
-9.98,10.06,5.01,1416
-14.99,15.00,-0.03,749
-4.95,0.01,-0.02,759
-10.03,-10.06,9.99,1416
0.02,10.02,9.99,954
10.00,10.05,5.00,1412
-4.93,-0.01,-0.02,758
-10.00,10.03,10.03,1421
-0.01,0.01,-0.00,759
-9.97,-5.01,0.02,861
-9.98,-9.96,0.00,861
10.01,-0.01,-0.00,758
10.02,-9.99,4.99,1417
10.06,-10.01,5.03,1416
-10.03,-0.07,14.98,955
10.00,-0.01,10.00,858
-10.01,-9.99,0.02,861
10.01,-10.01,0.01,857
-10.04,9.96,15.07,756
-9.99,0.01,4.98,1410
-9.99,-10.02,10.00,1409
-10.00,0.00,0.00,957
-0.04,0.01,0.01,859
10.01,10.00,10.00,1418
0.01,9.98,9.98,851
-0.11,9.97,14.97,858
-9.98,-9.99,-0.02,757
9.99,-10.00,9.99,1416
-0.11,14.96,-0.00,760
10.00,-9.94,10.00,1407
-9.94,-10.06,15.01,757
0.04,-0.07,4.98,858
-15.01,0.03,5.00,1516
-10.08,-9.99,5.02,1419
-10.01,0.00,0.00,957
10.01,-10.01,0.01,849
-10.02,0.01,-0.01,760
10.02,0.02,-0.02,757
9.99,-10.04,0.01,858
-0.01,-10.05,15.02,760
-9.98,0.02,10.00,860
-0.00,10.00,-0.01,752
0.01,10.02,10.00,955
-0.08,-5.04,-0.02,758
-9.88,-9.99,15.03,749
5.10,-4.95,15.00,859
-9.97,-9.96,5.02,1410
5.01,-4.95,9.99,1408
0.04,10.01,5.01,957
0.04,10.01,5.01,957
0.03,14.95,5.00,1505
4.99,5.01,0.02,861
-10.03,0.06,5.00,956
-10.00,-4.97,-0.01,760
10.02,10.04,5.00,1408
-10.03,10.04,-0.02,750
4.95,0.01,10.02,1419
4.97,10.09,0.14,857
0.02,15.05,10.02,2064
0.02,-9.96,10.00,860
-9.97,-10.01,5.02,1414
-9.95,-5.17,0.02,861
10.01,0.03,-0.02,757
-0.01,-10.01,-0.02,758
10.00,10.01,5.01,1407
5.02,0.03,14.99,849
4.97,10.04,0.23,858
0.05,4.98,-0.04,758
-10.03,10.04,9.95,1409
0.04,-10.00,0.00,954
-4.96,0.02,15.04,750
10.03,-9.99,5.00,1411
