x,y,z,runtime
9.99,-10.01,-0.02,855
-0.02,-10.01,-0.00,842
-0.02,-5.00,-0.00,854
9.97,-9.99,0.01,954
4.94,4.92,-0.01,848
-0.03,0.02,-0.00,851
-4.96,5.00,4.92,1513
-10.00,0.04,-0.01,847
-10.06,9.99,4.98,1515
10.02,-10.01,0.01,951
9.98,9.98,-0.04,854
-0.03,-0.01,-0.02,851
-0.05,10.09,0.03,1046
-9.98,0.02,4.98,1508
9.97,9.98,-0.00,855
9.91,-9.87,14.99,956
9.94,-9.96,0.02,955
-0.03,4.94,14.99,962
-14.96,10.09,0.00,1049
-0.01,-4.99,-0.01,852
-10.00,-15.05,-0.03,853
-9.99,-10.01,-0.02,854
-5.02,-5.05,5.01,1514
-0.02,-0.00,-0.00,853
-10.04,0.04,0.05,1049
-5.02,0.00,0.01,955
10.08,-0.06,10.05,1052
-10.00,-10.00,15.00,853
-0.01,-10.01,-0.00,855
-0.02,0.01,4.96,953
-9.96,-5.04,0.01,951
9.98,-0.03,0.00,954
14.69,9.97,-0.02,850
-9.81,-10.03,15.01,854
-0.00,-10.09,5.02,1052
10.12,-10.08,10.01,1515
-0.03,-0.01,-0.01,851
-9.97,-10.00,5.00,1513
9.92,-4.99,0.02,953
10.00,9.99,-0.01,849
0.16,10.13,14.95,1049
-9.96,0.04,0.00,953
9.97,-0.02,-0.01,855
7.97,0.01,-0.01,853
-9.96,9.99,-0.00,846
14.84,4.90,-0.03,850
5.19,0.10,0.01,951
10.11,0.02,4.97,1051
0.04,5.04,-0.00,850
0.04,9.98,0.00,953
9.98,-10.00,-0.01,856
9.98,-0.01,-0.03,854
9.96,9.96,10.07,1517
0.01,14.96,14.95,1615
19.90,-0.04,0.00,1046
-0.03,-0.03,-0.01,855
-15.01,15.03,-0.00,852
10.00,9.96,-0.04,853
-0.01,9.96,-0.02,851
9.96,0.00,-0.01,848
9.96,9.96,-0.02,852
0.04,9.97,10.05,953
-9.97,0.05,-0.00,852
9.99,-10.00,-0.01,851
5.16,-5.03,14.93,954
10.01,-10.03,0.00,955
-9.98,-4.96,-0.01,852
-15.00,0.01,-0.01,853
-4.98,-5.09,14.93,953
-10.01,10.01,5.00,1517
-10.01,-10.01,-0.02,851
0.04,10.02,-0.02,853
-0.00,9.97,-0.00,849
9.99,-10.02,-0.02,845
-9.95,-10.05,5.00,1515
0.01,5.00,0.00,950
9.99,-10.00,-0.01,855
-9.95,10.05,0.01,954
15.13,-0.09,10.00,2153
-10.03,10.05,-0.01,851
-0.05,-9.99,-0.01,853
-0.02,14.96,0.00,1045
0.66,-10.00,0.01,957
5.00,0.05,-0.00,848
-10.00,-0.04,0.04,1051
-9.97,0.02,-0.03,856
-10.06,-10.01,5.00,1516
0.00,-10.04,-0.01,853
-9.88,-9.99,9.83,1515
0.03,-10.05,5.02,1049
-0.03,10.07,-0.00,848
4.97,-4.91,0.05,950
10.04,-14.93,0.02,1048
-9.96,-5.04,0.01,953
-0.01,5.09,0.00,951
-5.01,-4.97,-0.01,853
0.00,-10.04,-0.01,845
9.99,-0.02,-0.00,852
0.04,-0.00,5.03,945
9.98,9.98,-0.04,852
9.91,0.04,5.00,1515
-4.92,-0.03,-0.03,852
15.14,-0.09,9.97,2162
-0.02,-0.00,-0.02,852
0.02,-14.97,0.01,1049
9.98,10.00,-0.01,852
9.97,-9.99,0.01,951
-15.07,0.02,-0.00,852
9.96,-9.97,5.07,1506
9.98,9.98,-0.04,853
-9.95,-10.03,5.00,1515
-9.96,0.07,9.95,953
0.45,-10.02,-0.02,854
-10.00,0.04,-0.02,851
9.98,10.01,-0.03,850
-0.04,0.02,9.99,1516
-0.04,0.04,-0.00,853
10.00,-10.01,-0.02,854
-9.81,-10.03,15.01,855
-0.03,-0.01,-0.01,852
0.07,-14.78,5.01,1602
0.01,9.99,0.03,952
9.97,-10.00,-0.01,853
-9.93,-10.04,5.00,1514
-10.02,10.04,0.00,951
9.78,9.92,10.15,1509
-9.98,10.02,15.04,853
-10.01,-4.99,0.01,949
9.96,0.00,-0.01,852
-10.01,-4.99,0.01,952
-0.03,-0.00,-0.02,854
-0.04,0.02,-0.02,846
15.06,-14.99,0.02,848
10.07,-10.03,10.02,1507
14.77,4.91,-0.02,847
-10.06,10.03,-0.01,849
10.02,10.01,-0.02,852
-9.80,-10.01,14.94,956
9.98,10.01,-0.02,850
-14.97,5.03,0.02,1050
9.98,-10.02,-0.01,855
0.02,9.99,0.00,952
4.98,-15.01,0.00,1048
-9.98,0.00,-0.01,854
-9.97,-10.01,-0.03,854
-5.05,15.02,0.00,1044
9.97,4.99,-0.01,852
9.98,-9.97,-0.01,854
-9.97,0.02,-0.03,851
-10.00,15.02,0.01,1045
-9.97,-10.00,-0.02,845
-9.97,-4.98,-0.02,856
15.02,-14.93,0.03,842
-0.02,5.06,0.01,951
-15.00,5.02,-0.01,853
0.01,-9.97,-0.00,854
-9.96,-0.02,4.96,1509
-9.98,0.01,0.00,955
10.02,10.00,4.99,1509
5.02,-0.01,0.01,952
4.99,-15.01,0.00,1051
-0.02,9.98,4.93,1508
10.00,10.02,10.02,1514
4.99,-15.01,0.00,1050
-14.98,4.95,-0.01,850
-10.05,10.03,-0.01,852
0.07,-5.30,15.08,861
14.85,4.94,-0.02,850
-9.97,-10.00,-0.02,852
-5.00,-0.04,-0.01,853
-9.96,0.03,-0.02,855
-10.01,0.05,-0.01,855
10.01,9.96,4.98,1509
-4.82,5.02,10.03,1519
9.99,-0.00,-0.00,851
-0.02,-5.00,-0.00,842
0.02,9.99,10.06,953
-4.92,-10.09,-0.04,849
-4.94,4.90,14.96,956
10.00,10.00,4.96,1504
-0.01,-0.00,-0.02,856
-0.05,-10.00,-0.03,843
-9.99,10.04,5.03,1513
-10.00,10.02,-0.01,852
-9.85,-9.96,14.95,956
-9.97,-10.01,-0.03,849
9.97,-10.00,-0.01,850
9.99,9.98,-0.02,850
-0.06,-10.03,0.02,1049
10.02,-10.04,5.04,1515
7.99,0.00,-0.00,851
-10.06,-10.01,5.08,1510
9.96,-10.03,0.01,953
-0.01,-10.02,-0.02,854
5.02,-0.01,0.01,951
5.00,15.01,-0.02,851
0.01,-9.98,-0.02,848
-9.97,-10.01,-0.02,852
-0.08,10.01,-0.00,854
-9.98,-4.99,-0.04,853
-0.01,-9.95,0.01,955
10.02,-9.99,-0.01,853
-0.04,-9.95,-0.01,853
4.80,0.06,-0.03,853
9.98,-10.03,4.96,1513
-5.03,-0.01,9.97,1511
-10.00,-5.05,0.01,952
9.98,-10.00,-0.01,855
-0.07,9.87,4.89,1506
-9.98,0.01,0.00,956
0.02,-9.90,5.00,1518
-10.00,10.02,-0.00,851
-9.96,-4.99,0.04,951
0.12,4.95,14.97,948
-4.97,-0.00,-0.00,854
-9.99,-10.02,4.99,1508
0.02,-14.97,0.01,1052
-0.01,-0.00,-0.02,855
4.97,14.89,-0.05,852
9.95,9.98,-0.03,850
-0.01,0.03,-0.02,851
-14.99,0.06,5.03,1057
-5.08,-4.78,14.99,947
-0.00,10.02,-0.00,851
-10.06,-9.99,5.05,1511
5.13,4.87,15.04,852
-0.04,0.02,9.99,1506
9.98,0.00,0.00,955
10.00,9.97,4.95,1517
14.85,4.87,-0.03,850
-0.04,0.04,-0.00,855
-9.93,9.82,9.96,1517
-15.03,0.02,0.00,1045
4.99,15.03,-0.02,843
9.98,9.99,-0.00,855
-9.97,0.02,-0.01,851
-5.08,10.07,-0.00,851
9.97,9.97,-0.00,853
10.09,-10.00,5.05,1514
-0.02,-10.22,9.90,1056
0.05,0.01,4.99,951
-0.05,-9.99,-0.01,853
9.94,9.98,-0.02,853
-0.03,-0.00,-0.02,852
-0.04,0.04,-0.01,854
7.96,-0.00,-0.01,841
-9.98,0.04,-0.01,852
-0.01,9.98,5.02,1507
-9.98,-0.02,4.98,1510
-0.00,0.04,0.00,955
-0.01,-19.96,0.00,1054
14.84,4.90,-0.03,851
-0.02,-0.01,-0.00,856
-10.04,0.02,-0.00,852
-9.74,-9.93,14.91,955
-9.99,-0.05,4.92,1508
-10.02,10.02,-0.01,852
-0.00,-20.07,-0.01,853
-9.90,-9.99,9.90,1516
-0.01,-10.05,4.99,1049
10.03,9.99,5.01,1515
9.99,9.98,-0.01,852
9.85,10.01,10.12,1516
-0.02,-10.00,0.00,956
-4.98,-10.04,-0.03,852
10.00,-10.01,5.02,1516
9.97,5.00,-0.01,847
9.96,10.01,-0.00,848
19.83,-0.06,0.00,1046
10.04,-9.97,4.99,1515
-9.99,10.05,0.00,949
-0.01,-9.98,-0.01,849
-9.98,-10.01,-0.01,851
9.98,9.98,-0.02,851
0.02,10.03,0.01,1046
10.02,-10.02,5.03,1507
-9.92,-9.98,9.94,1516
0.04,-14.99,10.01,2174
4.91,-4.95,10.01,1515
0.10,9.89,5.03,1508
9.95,-0.01,-0.03,853
-9.98,0.03,-0.02,854
-9.97,10.04,0.01,955
-9.99,0.01,5.02,1508
-9.96,0.01,0.01,957
-9.98,10.04,-0.01,853
9.98,14.97,-0.03,852
0.04,-0.02,5.00,955
9.98,-10.02,0.03,955
-0.03,0.04,14.91,946
-0.01,0.01,0.00,954
-9.97,-10.01,-0.03,852
10.05,-9.95,9.92,1505
10.17,-10.08,14.96,955
9.98,-0.00,0.00,954
-10.04,-0.00,-0.00,855
-5.03,-0.01,-0.01,844
-0.03,0.03,-0.02,854
4.97,5.13,-0.02,852
-0.02,-10.02,-0.01,855
-4.97,0.00,0.01,954
5.07,-0.03,0.01,953
9.95,9.98,-0.02,849
0.01,-4.93,-0.01,852
10.06,-10.02,14.93,954
-9.96,10.02,0.01,947
5.00,-4.96,0.05,954
4.93,5.02,5.01,1506
9.97,-0.02,-0.01,850
9.97,-10.00,-0.01,854
5.00,9.99,-0.00,848
10.00,9.94,5.01,1513
10.16,-10.01,9.91,1509
-9.97,-10.00,-0.02,853
15.09,-0.14,14.93,1048
-10.00,0.02,-0.01,845
5.01,10.04,-0.01,853
0.05,0.01,4.99,951
-10.00,0.00,-0.01,854
-10.01,-10.00,10.12,1507
9.98,9.94,10.06,1514
-9.98,-9.99,-0.01,853
-9.96,10.00,0.00,953
0.00,0.00,9.99,950
-9.98,-10.02,4.99,1506
-14.99,10.14,-0.03,851
-0.06,-9.98,-0.01,854
-9.97,-4.97,-0.01,855
-0.06,-14.86,9.95,2167
9.96,-0.03,-0.00,854
-10.00,0.01,4.97,1052
9.97,-0.00,-0.01,850
-0.05,4.90,5.09,1506
9.99,-0.02,-0.03,850
-9.95,9.94,9.95,1520
-0.02,-9.99,-0.01,854
-5.00,-0.05,-0.02,844
-9.97,10.04,0.01,950
0.03,-10.20,4.99,1051
-4.98,4.97,5.05,1517
9.99,-0.04,-0.00,852
-10.01,-0.02,-0.02,853
-10.02,10.03,-0.01,853
-9.93,-10.03,-0.01,854
10.00,9.97,-0.02,851
-10.05,10.03,-0.01,852
9.99,9.98,-0.00,851
-9.98,-10.05,5.01,1509
9.99,9.97,-0.03,846
-10.01,10.03,0.01,949
9.98,9.98,5.00,1512
14.91,0.03,-0.02,850
-0.03,0.03,-0.02,851
-14.95,15.03,0.00,848
-0.01,-0.00,-0.02,848
9.91,-10.02,-0.02,854
9.99,0.01,0.00,954
-0.02,19.95,-0.00,847
-10.17,14.97,0.02,1048
9.98,9.98,-0.02,844
10.03,-10.06,5.06,1515
10.02,-9.99,0.03,954
-5.02,0.00,0.01,951
-4.99,-15.02,-0.02,853
-9.98,0.03,-0.03,856
-15.06,-15.11,-0.02,846
9.99,-10.01,-0.02,855
-9.98,-10.03,-0.04,856
-10.01,10.04,0.00,952
-0.02,19.95,-0.00,842
-0.01,10.10,0.01,1052
10.10,-10.06,10.02,1515
-0.02,-9.97,-0.02,853
-4.99,-15.02,-0.02,851
10.00,-9.99,-0.01,852
9.96,0.01,0.01,950
-9.85,0.08,9.96,955
-0.01,10.05,4.97,1053
9.99,-9.99,-0.01,854
-0.00,4.98,-0.01,854
0.04,10.01,-0.00,853
-10.02,10.02,-0.01,853
-0.01,14.94,4.98,1613
-0.04,-5.00,0.00,953
-0.05,-10.06,5.02,1615
-0.03,0.01,-0.01,846
9.99,0.01,-0.00,853
10.04,-10.00,0.00,955
-9.99,0.02,-0.02,845
0.01,9.98,0.03,951
-9.90,9.98,9.95,1507
-0.04,0.00,-0.01,855
0.02,9.99,0.00,954
-10.07,10.07,-0.01,853
-9.91,-9.94,9.91,1516
9.98,14.97,-0.03,849
10.09,-10.02,10.02,1507
0.10,9.96,14.96,954
-20.12,-0.02,-0.01,852
5.02,-0.01,0.01,951
9.98,-0.09,14.94,948
10.01,-9.98,-0.01,854
-0.01,10.07,-0.03,849
19.99,-0.07,-0.01,852
-0.03,-9.98,-0.01,852
10.01,15.01,-0.02,851
10.00,-10.01,-0.01,853
-0.04,-14.98,10.01,2164
0.01,-10.08,-0.02,854
9.99,-9.97,0.00,944
-9.98,0.02,-0.02,854
15.03,-14.97,0.02,851
-10.03,-10.00,5.00,1518
10.10,10.05,15.07,852
4.99,15.01,-0.03,852
14.97,0.00,5.02,1600
-0.03,-0.03,-0.01,854
14.94,-4.99,-0.01,853
10.12,-0.03,10.03,1050
-0.00,-4.94,-0.01,850
-9.93,-10.02,10.02,1509
4.97,-4.96,5.01,1513
-10.04,-10.02,-0.01,853
4.99,-4.96,0.05,951
10.00,-10.00,0.01,953
-5.06,5.10,4.98,1509
-0.03,-10.04,-0.01,848
-0.05,10.09,0.03,1048
-0.02,-9.97,-0.01,854
0.01,10.01,-0.02,845
-10.11,0.05,-0.03,850
-5.03,5.10,5.02,1507
-0.04,-0.01,-0.02,855
9.97,-0.00,-0.01,851
-0.02,0.01,-0.03,852
10.02,-0.01,-0.02,853
-0.02,0.03,-0.00,852
5.01,-0.02,0.00,946
4.97,4.93,5.01,1514
-10.02,0.04,4.98,1051
10.00,9.98,-0.01,852
-9.97,-10.01,-0.03,852
-10.01,10.03,0.01,953
10.00,9.98,-0.02,847
-0.04,-9.98,-0.01,855
0.08,0.03,5.04,952
-14.98,4.99,-0.01,844
-10.01,0.01,4.97,1049
-10.21,-10.10,5.02,1517
5.01,-5.00,4.99,1505
9.98,-10.02,-0.01,854
0.02,10.04,-0.01,854
-9.97,-10.00,-0.03,852
-9.94,-10.03,-0.02,852
-0.00,5.01,-0.00,853
-9.90,0.08,14.95,954
0.04,5.03,-0.01,853
0.02,10.00,-0.02,854
-9.96,0.04,-0.02,850
-9.99,0.01,4.97,1516
10.00,-0.02,-0.00,854
-10.03,-0.06,5.02,1050
10.17,-10.05,9.96,1515
9.99,0.01,-0.01,852
-9.98,0.03,-0.02,854
9.98,-10.00,-0.01,851
10.01,0.01,4.96,1049
-9.95,0.02,4.95,1506
-9.95,-10.01,-0.01,849
-0.02,9.96,4.99,1517
9.96,10.02,0.01,950
9.94,9.98,-0.02,854
-20.04,-0.01,0.01,949
-0.06,9.94,9.99,955
-0.05,10.01,10.06,1049
9.99,-10.03,0.03,950
10.01,-10.02,0.00,954
9.96,0.01,0.01,955
-9.98,0.03,9.96,956
-9.96,0.02,9.93,954
9.92,9.97,10.09,1508
9.99,-10.00,-0.01,851
-9.98,9.99,5.02,1516
10.08,-10.05,10.03,1514
-0.02,19.95,-0.00,843
10.02,-9.99,-0.01,850
-20.04,-0.01,0.01,949
9.98,9.97,5.00,1508
9.93,10.01,0.00,952
-10.00,10.03,0.01,954
4.89,0.06,-0.01,852
-14.87,0.08,14.98,1051
-0.05,0.03,-0.02,852
0.01,5.00,0.00,953
-10.03,-10.01,-0.02,852
7.99,0.00,-0.00,851
-9.93,-10.03,-0.01,853
9.96,15.01,-0.03,851
-10.00,0.04,-0.01,854
-10.00,10.01,5.00,1506
5.01,-5.00,5.00,1514
9.99,9.96,-0.05,852
-0.06,20.00,0.00,950
10.02,-9.99,-0.01,853
9.99,9.98,-0.01,852
-10.02,0.01,-0.03,855
-9.97,0.04,-0.00,854
0.07,-0.03,5.05,954
9.98,9.97,-0.03,851
-0.04,-9.96,-0.01,855
19.89,-0.05,0.00,1046
0.05,5.09,0.01,954
-0.01,-20.00,-0.00,854
9.96,9.98,-0.01,851
-0.01,-4.99,0.01,953
10.03,-10.07,5.07,1513
5.02,4.93,9.98,1515
14.85,4.87,-0.03,850
0.09,-10.07,5.02,1607
-10.01,0.01,0.03,1050
-9.96,10.02,0.01,952
-0.00,0.04,0.00,952
-10.01,-10.00,-0.04,855
0.03,9.99,4.73,1516
10.18,-10.06,14.98,955
-0.07,20.07,0.02,946
-9.97,10.04,0.01,954
-10.00,10.02,-0.01,850
-0.01,10.02,-0.01,850
-0.01,-10.03,5.00,1048
9.98,10.05,10.06,1516
-9.90,-10.01,9.83,1517
-0.01,5.00,-0.01,850
-10.00,0.01,0.02,953
-10.00,-0.01,-0.01,850
10.01,0.02,-0.02,852
-9.96,0.04,-0.01,856
-10.00,-9.99,5.00,1507
-0.03,-0.00,-0.02,855
-9.95,-10.03,-0.02,851
-0.03,10.07,-0.00,845
4.99,-15.01,0.00,1050
0.03,-10.09,5.02,1057
-9.95,-10.01,-0.01,853
-5.16,10.01,0.00,950
-0.04,10.03,10.06,1050
10.10,-10.08,0.05,953
-10.01,10.03,4.99,1508
-0.02,-5.00,-0.00,852
9.96,10.08,10.06,1507
-10.00,0.01,0.02,951
-10.00,0.04,-0.01,846
-10.02,-9.99,-0.02,853
14.85,4.94,-0.02,848
0.01,9.99,0.03,952
10.07,-0.03,10.06,1050
9.86,8.79,15.02,852
9.96,-0.05,4.97,1515
-9.99,10.03,5.06,1517
9.97,10.03,10.06,1508
0.13,-10.17,15.04,852
9.96,9.98,0.00,952
0.04,-10.10,14.99,1051
-0.03,0.02,-0.01,855
10.04,-10.02,0.07,951
9.90,-5.00,0.02,953
-0.01,5.00,-0.01,852
-10.02,10.02,-0.01,852
-9.95,0.06,9.96,955
9.94,-10.03,-0.02,852
-0.02,4.98,-0.01,853
-0.02,-9.99,-0.01,857
-0.04,-9.96,-0.01,848
-0.02,0.03,-0.01,849
9.99,-10.03,4.91,1507
-10.01,-4.99,0.01,952
-4.88,4.90,10.11,1514
-0.02,4.93,5.07,1514
0.06,0.02,5.04,945
9.96,10.08,10.07,1516
5.00,-14.99,0.01,1055
-4.97,-0.00,-0.00,853
-9.98,-4.99,-0.02,844
0.03,-10.23,5.01,1051
10.00,9.97,5.01,1507
0.03,9.99,10.04,951
-0.03,-10.00,-0.02,852
-0.03,0.01,-0.01,854
0.04,5.03,-0.01,853
8.01,0.03,0.01,952
-9.99,9.98,5.01,1508
-9.97,-10.00,-0.02,850
-9.93,-9.96,9.85,1514
9.99,0.01,-0.00,852
-9.95,-10.00,-0.03,853
15.06,-14.99,0.02,849
10.04,-9.99,0.01,946
9.98,9.99,-0.03,849
-10.00,10.00,-0.01,855
-9.97,10.00,9.98,1516
-9.90,-9.93,-0.01,845
0.09,-0.03,5.12,954
14.92,14.99,-0.01,850
-10.00,10.04,5.03,1513
-5.03,0.01,-0.01,852
9.99,9.99,4.97,1515
9.99,-10.01,-0.02,851
-0.19,4.74,10.05,1505
10.01,-9.99,0.01,954
-9.98,0.03,0.00,953
-9.91,-9.99,9.89,1509
-9.97,10.07,0.01,950
-9.99,10.05,0.05,955
-0.04,0.01,-0.01,853
10.01,-0.01,0.03,1049
9.99,9.98,-0.00,845
-9.98,-10.02,5.01,1516
4.89,0.06,-0.01,845
0.01,10.00,10.07,952
10.03,-10.03,5.01,1518
-0.02,-4.97,0.00,947
-9.95,10.00,-0.01,846
0.05,0.01,4.99,953
-10.02,10.02,-0.01,851
-0.01,-10.02,0.00,1053
-9.98,0.03,-0.01,853
-9.99,10.03,0.02,955
0.03,-19.78,-0.00,854
0.04,5.04,-0.00,848
-0.01,-4.99,0.01,952
-0.00,-10.06,5.00,1051
9.99,-10.01,-0.02,845
-9.99,-10.01,-0.02,851
9.96,9.99,10.09,1515
-9.98,-4.99,-0.02,849
0.23,-10.00,-0.00,854
-10.02,5.02,-0.01,850
4.98,-15.01,0.00,1049
0.20,-5.42,15.10,862
9.97,-10.03,-0.02,854
-10.01,9.99,5.04,1508
-0.04,-0.01,-0.01,855
0.06,14.93,9.91,2159
-9.98,10.05,-0.00,853
-10.00,0.04,-0.01,847
-0.05,-0.01,-0.02,855
-0.01,-4.96,-0.00,848
-10.00,0.01,0.01,948
9.97,-0.02,-0.02,851
-9.89,-0.06,9.96,956
10.06,-10.04,0.03,953
0.01,-9.94,5.06,1503
-9.97,-10.01,-0.03,854
9.98,9.98,-0.01,849
-9.98,0.03,-0.01,855
9.97,-0.00,-0.03,849
10.01,9.94,4.98,1517
-9.94,10.01,0.02,950
-9.95,10.01,0.02,953
-0.03,-0.01,-0.00,852
0.02,9.97,15.10,847
-0.01,-9.96,5.05,1517
-9.95,10.00,0.00,950
-9.79,-15.06,-0.02,850
-9.98,-10.01,-0.05,850
0.13,-10.01,10.02,1055
0.04,10.02,-0.02,853
9.98,10.00,5.02,1515
-0.03,-10.01,-0.01,846
-9.98,-4.96,-0.01,855
0.29,-9.99,-0.01,855
-0.01,-9.96,-0.02,852
10.00,9.97,5.01,1513
10.00,-9.99,-0.01,846
-9.96,10.00,-0.00,854
-0.02,10.06,-0.00,855
-9.97,-10.00,-0.02,854
9.95,9.97,-0.02,849
-0.05,10.05,0.01,1051
9.71,-0.12,5.08,1515
-0.02,-0.01,-0.00,855
-9.95,-10.01,-0.02,852
10.02,-9.99,-0.01,852
10.04,0.08,4.94,1050
-10.05,10.03,-0.01,853
-0.01,-0.01,-0.01,855
-9.95,-10.01,-0.02,849
9.99,-10.03,-0.01,855
5.02,-0.04,9.97,1506
-0.03,-10.04,-0.01,848
-5.03,5.12,0.01,945
9.97,9.99,10.03,1516
-0.01,10.02,-0.01,847
-10.03,10.05,-0.01,850
10.01,-0.26,14.93,1047
9.99,-10.01,-0.02,854
-4.97,-4.99,-0.01,851
-15.18,-15.20,-0.03,850
-0.03,9.99,0.00,953
-9.98,0.03,-0.01,853
-10.14,10.01,14.99,957
9.97,9.97,-0.02,853
0.04,5.04,-0.00,852
-5.03,0.00,-0.01,852
5.01,0.01,0.01,954
-9.79,-15.06,-0.02,853
0.04,5.04,-0.00,854
9.96,0.04,0.00,951
0.04,5.04,-0.00,854
9.99,-10.03,4.91,1506
-0.01,5.00,-0.01,852
4.99,15.03,-0.02,853
-0.01,-0.00,-0.02,855
-9.96,-10.01,-0.02,853
-0.02,-5.00,-0.00,845
-0.02,-9.99,-0.01,855
-9.97,0.04,-0.02,853
9.93,10.00,5.03,1507
-10.01,10.00,5.00,1517
-0.02,4.93,5.07,1513
10.00,-9.88,5.03,1516
-0.05,10.04,-0.00,854
0.04,5.04,-0.00,849
9.98,9.98,-0.01,850
-9.95,-10.02,-0.03,853
-4.98,0.00,-0.02,854
0.09,-0.10,9.96,951
-0.01,-0.00,-0.02,854
-4.97,-14.97,-0.00,853
9.97,9.98,-0.00,855
-0.02,-0.01,-0.02,846
0.04,-0.03,9.97,951
-15.01,-15.08,-0.03,853
-0.02,0.01,0.01,953
0.45,-10.02,-0.02,850
-10.02,10.03,-0.01,852
0.00,-10.04,-0.01,847
-10.04,4.77,0.01,951
-4.99,0.01,-0.03,854
-0.03,-9.98,-0.01,854
-9.96,0.00,4.97,1510
14.91,14.99,-0.01,850
9.97,9.96,-0.01,852
10.04,-0.00,4.98,1049
-10.09,9.91,14.94,955
-0.01,0.03,-0.02,853
-0.04,0.04,-0.00,852
-14.99,10.12,-0.02,852
9.96,-0.03,4.99,1512
9.98,14.99,-0.03,852
10.00,0.01,0.00,951
-9.98,9.93,9.99,1509
-10.01,-9.95,14.97,958
9.99,0.00,-0.00,851
9.90,-5.00,0.02,954
4.93,-4.91,0.02,955
9.98,9.98,-0.01,850
-9.99,0.07,-0.03,854
-0.05,9.97,0.00,955
-4.99,-15.02,-0.02,853
-10.01,-10.01,-0.04,853
0.01,0.01,10.00,1515
-14.96,10.09,0.00,1047
-9.95,-10.01,-0.01,852
0.01,9.98,0.03,946
15.11,5.04,-0.02,851
10.03,0.00,-0.02,848
10.07,-10.07,10.03,1515
-10.05,10.03,-0.01,852
-4.90,-4.93,-0.03,853
-9.95,-5.00,0.04,956
5.05,-5.02,10.03,1507
4.84,0.08,-0.01,851
9.98,-0.00,-0.02,853
10.04,9.95,9.98,1511
9.99,9.99,10.07,1509
