x,y,z,runtime
-5.05,0.02,10.01,1464
-10.01,10.01,0.01,900
-0.03,-10.01,-0.00,791
-0.03,9.99,0.01,900
15.15,0.05,0.00,996
0.08,-14.95,5.01,1557
0.00,-0.00,0.01,898
0.01,15.03,0.02,993
0.11,-10.08,15.01,794
-0.03,19.95,0.01,996
-0.04,-10.00,-0.00,788
-0.00,-0.00,0.01,894
-10.05,15.06,0.00,995
-10.00,10.00,0.01,896
10.00,10.02,0.01,900
-0.01,5.01,0.01,889
-10.02,-5.04,-0.00,799
5.04,-4.92,15.00,904
-10.02,9.99,10.00,1465
-10.02,-10.01,0.00,900
-0.02,4.98,0.01,897
-10.00,9.99,0.00,901
10.03,-9.98,10.00,1457
-10.05,-9.99,5.01,1466
15.05,0.02,0.00,995
10.00,-9.99,0.00,898
9.99,-9.97,0.00,898
-0.03,9.99,0.01,892
9.96,9.91,0.01,897
9.99,10.01,0.01,896
10.01,-9.99,0.00,897
10.01,10.00,5.00,1452
-10.03,0.00,5.00,998
-0.03,10.00,5.00,995
-10.02,-10.00,0.00,900
10.01,10.06,15.01,804
10.00,10.02,0.01,895
4.95,9.99,0.01,894
-10.02,-10.01,0.00,901
-10.04,-9.94,10.00,1460
-15.01,-10.00,0.01,998
9.97,5.00,0.00,894
9.98,10.00,0.01,896
0.15,4.99,15.02,809
-15.06,9.99,0.01,1555
-9.98,10.02,0.01,904
-10.01,-0.03,0.01,997
0.00,-0.00,0.01,899
-10.02,-10.01,0.00,900
-15.06,-0.01,5.00,1557
4.99,-0.02,0.00,894
5.09,-0.00,5.00,1458
-0.03,-15.01,0.00,994
9.96,0.00,-0.00,797
-0.12,-10.02,-0.00,796
9.99,-0.01,-0.00,800
-0.01,-5.00,0.00,893
-5.10,5.03,0.01,898
4.96,4.98,5.02,1452
9.95,-9.99,-0.00,788
-0.02,10.01,9.99,1001
9.97,10.02,5.00,1457
10.00,-9.97,0.00,897
-10.01,10.00,0.01,898
-0.04,-10.00,5.02,1454
-10.02,-9.97,10.00,1460
10.00,-9.99,0.00,897
20.02,0.04,0.00,897
-10.04,0.03,10.01,1001
14.98,15.01,0.01,796
10.01,-0.01,5.00,996
-4.91,-4.92,15.00,799
0.16,-9.99,-0.00,790
-0.02,0.00,5.00,905
4.90,-0.01,10.02,1463
-0.02,-0.01,5.00,902
10.00,14.99,0.01,996
-10.02,-5.00,-0.00,790
10.00,-9.95,10.00,1462
-0.03,10.01,10.01,1000
-10.00,10.00,0.01,897
-10.03,10.01,0.00,900
-0.02,-0.01,0.01,891
-10.02,-10.00,0.00,898
-5.03,15.02,0.01,993
4.95,5.01,0.01,894
10.00,-9.99,0.00,893
10.02,-0.00,5.00,998
-10.02,-10.00,0.00,899
10.00,-0.03,10.01,1001
-10.01,9.99,0.01,899
-10.00,-9.98,0.00,904
-20.03,-0.03,0.01,900
14.98,15.01,0.01,794
-0.06,-10.00,-0.00,800
-10.01,9.99,0.01,898
-4.98,-0.01,0.00,894
9.99,-0.01,-0.00,791
-0.02,4.98,0.01,899
-0.03,14.74,10.03,2120
-5.03,15.02,0.01,993
4.90,-5.01,0.00,895
-0.02,-0.01,0.01,896
10.02,10.02,10.01,1460
4.97,0.03,0.00,895
-5.02,-0.01,0.00,898
-10.02,-10.00,0.00,899
9.99,0.01,-0.00,795
-10.04,-10.00,5.00,1456
-10.02,0.00,0.00,998
-10.02,-10.00,0.00,899
0.01,15.03,0.02,993
9.96,-9.98,-0.00,797
9.99,0.00,-0.00,796
-10.03,10.01,0.01,897
4.94,-5.06,10.01,1452
-10.04,9.98,15.01,803
-0.01,-4.98,0.00,896
-0.02,-4.98,0.00,894
4.94,5.01,0.01,895
-0.05,0.00,10.01,902
10.00,-9.99,0.00,896
-0.06,0.01,15.01,791
-0.05,19.98,0.01,995
10.01,-0.01,0.00,994
7.41,-0.00,0.00,897
-10.00,-10.01,0.00,898
10.02,-0.01,0.00,995
-0.02,10.01,0.01,1556
-0.03,-10.01,-0.00,791
9.98,10.00,0.01,895
-0.03,9.99,0.01,899
4.95,9.99,0.01,896
10.00,-0.01,-0.00,790
9.97,9.97,0.01,896
-10.02,-10.01,0.00,901
9.99,-10.02,5.03,1453
10.01,10.00,10.01,1463
10.00,-9.97,0.00,897
-10.06,-10.00,0.00,902
9.99,-0.01,-0.00,795
-0.00,-0.00,0.01,893
-0.02,-0.01,0.01,893
-10.00,-9.92,0.00,897
9.99,0.00,-0.00,799
-10.01,-0.00,10.01,1002
9.98,0.02,5.00,1453
-10.01,10.00,5.01,1459
0.65,-9.99,-0.00,790
-10.02,-0.03,-0.00,795
10.01,-9.99,0.00,896
0.01,9.97,9.98,903
-10.03,10.01,0.01,898
9.98,-0.01,0.00,898
9.99,0.01,-0.00,795
-10.04,-0.03,0.01,995
10.00,10.00,0.01,900
-10.01,-10.01,0.00,900
9.98,10.00,0.01,900
10.03,-10.01,10.00,1457
0.00,-0.00,0.01,898
-10.01,9.99,0.01,898
-0.02,-0.01,0.01,894
-0.02,-0.01,0.01,894
0.04,0.01,15.01,794
-10.02,-14.97,-0.00,796
9.98,9.96,0.01,897
-10.04,-0.01,-0.00,789
9.99,5.01,0.00,895
-10.05,9.98,0.00,903
0.00,-0.02,0.01,897
-10.02,9.99,10.00,1459
9.99,-9.97,0.00,899
-0.04,-9.99,-0.00,791
-10.02,-10.01,0.00,899
-10.03,-9.97,0.00,901
-10.03,10.01,0.01,898
-10.04,-0.03,0.01,996
-10.01,-0.03,0.01,997
-0.01,-0.01,0.01,894
-14.98,-9.97,0.01,994
-0.03,0.03,15.01,798
-10.06,9.98,0.00,900
-9.99,15.00,0.01,994
-5.00,-4.99,-0.00,794
-10.03,-10.00,0.00,899
9.96,-14.97,0.01,1552
-10.03,-0.02,-0.00,796
-0.06,-9.98,10.01,895
10.00,-9.99,0.00,895
-10.05,9.99,0.00,901
9.96,-9.99,0.00,889
-10.02,10.00,5.01,1466
10.02,-9.99,0.00,897
-15.07,4.97,0.00,997
9.99,0.00,10.01,901
-10.02,-10.01,0.00,901
-10.11,10.01,15.01,808
9.98,10.03,0.01,890
-0.07,-10.01,-0.00,799
4.95,5.01,0.01,895
0.00,-10.00,-0.00,797
-0.06,10.01,5.00,1000
0.01,-0.00,0.01,894
0.01,-5.01,0.00,890
-0.01,-0.01,5.01,902
10.04,-10.02,5.01,1453
-0.02,4.99,0.01,897
10.00,-0.01,-0.00,796
-15.05,15.00,-0.00,803
9.99,0.01,-0.00,796
9.97,10.02,0.01,895
-10.01,-0.03,0.01,997
-0.00,-9.93,5.01,1459
9.97,10.01,0.01,897
4.94,5.01,0.01,895
-0.01,15.01,0.02,1546
-0.01,-5.00,0.00,895
-5.07,10.03,0.02,894
-9.91,-9.95,5.00,1451
-15.07,10.00,0.01,1561
0.00,-0.00,0.01,896
-0.04,9.98,0.01,891
-10.02,-10.01,0.00,899
0.10,10.19,9.98,1001
10.01,0.02,-0.00,799
10.00,-9.94,10.00,1464
-0.00,-9.98,15.00,796
-0.03,-9.99,5.01,1460
-10.04,-5.01,-0.00,796
-0.03,19.95,0.01,994
9.95,10.01,5.01,1453
-9.99,0.07,0.00,902
-10.02,10.01,0.00,900
9.99,0.00,-0.00,787
9.95,15.00,0.01,995
5.01,0.00,0.00,893
0.16,-9.99,-0.00,798
-0.03,10.00,0.01,995
-0.01,0.00,5.00,901
9.99,10.01,0.01,895
9.98,10.00,0.01,898
-10.03,9.97,0.00,900
-10.00,9.99,5.01,1457
10.02,-0.01,0.00,995
-10.06,10.00,0.00,902
10.15,9.51,15.01,794
-10.08,-15.02,-0.00,796
9.99,9.99,0.00,896
-10.04,-10.02,5.01,1462
0.00,-5.00,0.00,899
0.05,10.09,4.98,999
-10.03,10.01,0.01,898
0.01,-0.00,0.01,894
9.98,9.99,0.01,897
9.98,-9.98,0.00,898
10.00,10.00,5.01,1466
-10.02,-10.00,0.00,901
9.96,-9.99,-0.00,801
-10.02,10.00,10.00,1459
-10.04,-0.03,0.01,995
-0.04,-9.98,4.99,1455
-10.02,-10.01,0.00,899
-10.03,-9.98,0.00,903
-10.00,-15.01,-0.00,798
4.95,9.99,0.01,895
9.97,-0.01,0.00,901
9.97,10.03,0.01,889
-10.01,-9.98,0.00,898
9.98,10.00,0.01,897
5.15,-4.99,15.00,902
-0.03,10.00,5.00,999
9.98,9.98,0.01,894
-10.04,-10.00,5.00,1465
-10.00,-0.01,-0.00,794
10.01,-10.05,15.01,799
-0.01,-10.00,-0.00,795
9.96,5.02,0.00,887
-10.00,-9.98,0.00,899
9.97,-9.97,-0.00,795
4.93,4.94,0.01,898
-10.01,-0.00,0.01,997
-0.03,0.00,5.00,901
9.96,-9.97,-0.00,789
10.00,10.02,0.01,897
-0.02,-0.01,0.01,894
10.00,10.00,5.01,1451
14.99,-14.98,-0.00,797
9.99,-10.00,0.00,896
5.03,5.04,5.02,1461
-10.04,-0.01,-0.00,788
10.01,10.04,0.01,895
-10.04,-5.03,0.01,900
-10.02,-0.01,0.00,997
9.98,9.99,0.01,898
9.97,10.01,0.01,898
-5.02,-0.02,0.00,899
-10.04,-10.01,5.00,1464
-0.03,19.95,0.01,995
9.99,0.02,-0.00,787
10.00,-0.01,0.00,993
0.08,-9.99,-0.00,795
10.01,10.04,0.01,897
-10.04,0.02,10.01,1000
9.97,-0.01,0.00,901
-0.07,-10.00,-0.00,786
5.01,0.00,0.00,895
-10.02,0.02,5.00,999
4.98,9.98,0.01,897
-0.08,-19.97,0.00,994
-10.01,10.00,0.01,890
-0.04,9.99,0.01,899
-0.02,-10.00,-0.00,789
9.98,-10.02,5.02,1453
-10.02,10.00,5.01,1459
-0.03,-0.00,0.01,899
-0.02,-0.01,0.01,888
-0.02,0.00,5.00,901
4.97,14.99,0.01,992
9.89,-10.00,10.00,1465
10.02,-10.00,5.02,1458
-0.02,-0.00,0.01,893
-0.00,-0.02,0.01,899
10.00,10.03,0.01,898
9.98,10.03,0.01,901
9.98,9.98,0.01,897
-10.00,10.01,10.00,1456
-0.06,-9.97,10.01,903
20.04,0.02,0.00,902
-15.03,-14.96,-0.00,793
9.96,-10.02,5.03,1461
-9.98,-0.02,0.02,901
-0.04,-9.99,10.01,904
-5.05,10.03,0.02,896
-0.02,9.97,0.01,901
-0.01,-0.01,0.01,898
4.99,-0.02,0.00,894
9.99,10.02,0.01,897
-0.01,10.02,0.01,998
9.98,10.00,0.01,894
-0.00,-0.02,0.01,897
-10.02,10.01,0.00,902
-10.00,-5.01,0.01,898
-15.03,-14.96,-0.00,791
-10.02,-10.00,0.00,900
10.00,10.02,0.01,895
-15.06,4.97,0.00,999
-10.04,-5.03,0.01,898
4.94,5.01,15.01,806
9.99,-9.97,0.00,901
9.99,10.01,0.01,895
-9.99,-10.02,15.00,796
9.96,-0.00,-0.00,798
9.99,-14.98,0.01,996
10.00,-14.98,0.01,996
-0.03,10.00,0.01,989
9.99,0.01,-0.00,796
-0.01,9.98,0.01,894
9.98,-0.01,0.00,898
-0.04,-15.00,0.00,989
-0.03,-0.00,0.01,897
0.01,0.00,10.01,902
-10.08,-15.01,-0.00,796
0.01,-5.01,0.00,895
-15.00,10.01,0.01,997
-0.03,-9.99,-0.00,789
-0.03,9.99,0.01,901
-10.00,-9.99,0.00,901
9.99,10.01,0.01,898
-10.02,9.99,0.01,902
4.94,5.01,0.01,893
-10.05,0.11,15.01,796
9.99,0.01,-0.00,795
-5.04,-14.96,0.00,995
10.00,-0.00,-0.00,797
-0.03,-0.00,0.01,888
15.11,0.04,15.01,801
7.41,-0.00,0.00,886
9.96,-10.01,0.00,898
-10.03,-9.98,0.00,898
-0.04,-14.96,10.01,2107
-0.07,-9.96,5.02,1455
14.98,15.01,0.01,788
0.29,-9.99,-0.00,796
9.98,0.01,-0.00,795
10.03,-9.97,10.00,1458
0.03,9.96,9.99,902
9.99,-9.97,0.00,900
-10.00,-10.02,10.00,1457
0.06,9.75,10.01,1459
-0.06,-10.01,-0.00,798
9.99,-0.01,0.00,898
-0.07,-10.03,-0.00,789
10.02,10.01,10.01,1456
-0.06,-14.96,0.00,994
9.99,10.01,0.01,895
7.39,0.00,0.00,896
9.95,-9.99,-0.00,798
10.01,10.02,0.01,897
0.02,5.05,5.01,1453
-10.01,-0.00,0.01,998
10.00,-9.99,0.00,898
-10.02,-10.01,0.00,891
-0.07,-0.00,15.01,801
-0.03,-9.99,5.01,1456
-10.02,-0.01,0.00,997
9.98,-10.00,0.00,899
-0.04,-9.98,-0.00,797
0.00,-0.00,0.01,897
9.98,10.00,0.01,897
-10.05,10.02,0.00,901
-5.01,0.01,0.00,897
-0.02,-0.01,0.01,888
-0.01,-0.01,0.01,895
9.99,10.03,0.01,899
-14.98,0.07,15.02,794
-10.04,-0.01,-0.00,796
0.00,-0.00,0.01,896
9.98,9.98,0.01,897
10.01,-0.01,-0.00,798
7.37,-0.00,0.00,894
0.00,15.00,5.00,2114
-10.03,-10.00,5.00,1454
10.01,9.98,5.00,1456
9.98,10.02,5.00,1461
-10.01,0.01,5.00,994
-4.99,-10.00,-0.01,795
0.53,-9.99,-0.00,792
-10.06,-9.97,0.00,903
-0.01,-0.01,0.01,896
-0.10,-0.00,5.01,893
0.00,-0.01,0.01,898
-4.15,0.01,10.01,1455
0.01,-0.00,0.01,895
10.01,-0.01,0.00,993
-9.92,10.01,15.01,803
10.00,0.02,-0.00,796
-0.03,-10.01,-0.00,795
-10.04,-0.03,0.01,995
9.96,-10.01,5.03,1452
-0.04,-9.99,5.01,1452
-10.01,9.99,0.01,902
9.98,-9.98,0.00,898
-0.02,-15.00,10.01,2114
-10.02,9.99,0.01,899
10.00,14.99,0.01,995
-10.04,-0.01,-0.00,797
-10.04,-0.01,-0.00,796
-15.05,4.98,0.00,997
10.02,-0.01,5.00,996
0.04,10.11,4.98,994
-5.04,-5.06,5.01,1463
-0.04,-9.98,-0.00,796
-0.03,-0.00,0.01,900
-10.04,-5.03,0.01,897
-10.01,10.00,0.01,899
9.98,-9.98,0.00,901
-4.96,-4.99,-0.00,794
-0.01,-4.98,0.00,895
-9.98,0.15,15.01,806
9.97,10.02,0.01,896
0.08,9.89,15.02,808
-0.04,10.00,5.00,1466
10.01,-10.05,15.01,807
-0.06,-10.00,-0.00,798
-0.08,9.94,5.01,1459
9.96,-9.99,0.00,896
-10.04,-10.00,5.00,1457
-10.01,-0.03,0.01,998
-4.98,5.00,5.00,1462
-5.02,-0.02,0.00,894
-10.02,-0.02,0.00,997
-4.98,-4.99,-0.00,794
-0.01,-0.02,0.01,896
9.99,10.01,0.01,897
-0.00,-5.00,0.00,901
-0.02,-10.02,-0.00,795
9.98,-9.98,0.00,892
-5.02,10.02,0.02,897
-0.04,9.99,0.01,899
-9.96,0.01,10.01,906
-0.03,-5.04,5.02,1458
10.04,-10.02,5.01,1453
-0.02,-0.01,0.01,896
-15.11,10.00,0.01,1559
-10.02,10.00,10.01,1458
9.99,-9.97,0.00,898
-10.03,10.00,10.01,1468
9.92,-4.97,-0.00,795
9.96,0.00,-0.00,796
-10.05,9.97,0.00,903
4.95,9.99,0.01,895
-0.01,4.98,0.01,896
9.98,-9.98,-0.00,788
10.02,10.06,0.01,893
-0.00,-0.02,0.01,896
-0.03,10.02,0.01,994
10.04,-10.02,5.01,1462
-10.02,-10.01,0.00,899
-10.02,9.97,0.00,902
5.00,0.03,0.00,894
9.98,-10.00,0.00,899
-10.01,-10.00,0.00,901
-10.01,-9.99,0.00,901
-10.01,-9.98,0.00,901
-9.99,10.00,0.00,902
-0.02,-0.01,0.01,887
-10.04,-0.01,5.00,998
-10.04,10.03,0.00,899
-10.03,-5.02,0.01,899
20.02,0.02,0.00,899
-10.00,-10.02,5.00,1450
9.97,10.02,0.01,893
10.02,-10.02,5.02,1457
-0.03,-10.01,-0.00,792
10.04,10.03,10.01,1467
-9.99,0.00,5.00,1461
-10.00,-9.99,0.00,901
10.02,10.02,5.00,1461
9.98,10.00,0.01,896
-10.05,-10.00,5.01,1454
-0.04,-9.99,5.01,1460
-0.02,9.98,0.01,902
-10.03,10.01,0.01,899
-0.01,4.98,0.01,894
0.00,-0.00,5.00,902
-0.07,-5.01,0.00,899
-0.07,-5.01,0.00,895
-5.05,0.03,5.00,1459
-0.00,-0.00,0.01,895
-10.02,-10.00,0.00,898
14.98,10.05,0.00,992
-10.03,0.00,5.00,995
-0.03,10.00,5.00,1456
-5.07,-0.01,0.00,890
-0.02,-0.01,0.01,897
4.68,0.08,15.00,793
20.00,0.02,0.00,901
-5.05,15.00,0.01,992
-10.04,-5.03,0.01,898
-10.02,-4.99,-0.00,794
0.00,-0.01,0.01,896
15.03,0.06,15.01,802
-10.02,-0.01,0.00,998
7.41,-0.00,0.00,894
-10.04,-0.01,-0.00,797
9.98,-9.98,0.00,897
-10.07,10.02,0.00,901
10.01,10.03,0.01,897
9.99,-9.97,0.00,892
-9.98,10.03,0.01,900
-0.01,-0.01,0.01,884
-10.06,-14.98,-0.00,797
4.98,-0.02,0.00,893
-0.03,9.99,0.01,895
-5.02,-0.01,0.00,889
-10.02,9.99,0.01,897
-10.02,10.00,5.01,1462
-5.02,-5.00,10.00,1455
-10.02,-5.00,-0.00,798
9.99,-10.00,5.03,1455
10.01,-0.01,-0.00,795
-10.01,-0.02,0.01,996
-0.02,0.00,5.00,901
-15.03,-14.96,-0.00,800
-0.03,10.02,9.99,1001
-10.05,0.02,15.01,804
9.99,10.01,0.01,899
15.03,-4.97,0.00,992
-10.04,-0.03,0.01,997
14.98,15.01,0.01,800
10.01,-0.01,5.00,998
9.98,-9.99,-0.00,794
9.96,-9.98,-0.00,788
15.01,5.01,-0.00,798
4.95,5.01,0.01,895
-10.00,10.00,0.01,890
-0.04,0.02,15.01,798
9.98,10.00,0.01,897
10.00,-9.97,0.00,898
-0.05,9.99,5.00,1459
-10.07,10.02,0.00,902
10.04,-9.94,15.00,799
-15.05,-10.03,0.01,1000
14.99,10.05,0.00,988
-0.09,10.07,10.02,1001
-10.03,-5.03,0.01,897
-10.04,-10.01,5.00,1463
0.01,-5.01,0.00,897
-0.03,9.97,0.01,895
-0.02,9.98,0.01,900
10.00,10.00,5.01,1459
-0.01,0.02,10.02,904
-0.02,0.01,10.01,903
-10.05,-5.00,0.01,897
9.98,-9.98,0.00,889
-10.09,-14.99,-0.00,798
-0.08,-10.00,-0.00,783
10.01,10.01,5.00,1459
-0.03,-10.02,5.03,992
-0.03,9.99,0.01,901
-10.02,10.00,5.01,1466
-0.00,-0.02,0.01,890
10.01,10.05,0.01,900
-0.04,-9.98,-0.00,795
-10.05,-5.04,0.01,897
9.91,0.06,15.00,806
-0.04,19.97,0.01,995
-0.03,9.99,0.01,900
-0.08,-10.01,-0.00,789
0.29,-9.99,-0.00,795
15.06,0.04,4.99,1553
-10.01,-10.00,5.01,1466
9.96,-10.01,0.00,898
-0.03,-10.01,-0.00,795
-9.97,-10.01,10.01,1465
-0.04,-10.00,-0.00,796
-10.00,-0.02,-0.00,798
-10.02,-10.01,0.00,900
10.02,10.02,10.01,1457
-10.00,-0.01,-0.00,798
9.97,10.01,0.01,898
0.00,-0.00,0.01,889
-0.07,-10.01,-0.00,795
-0.07,10.00,5.02,899
9.98,-9.99,-0.00,801
-15.03,-14.96,-0.00,795
-0.04,9.98,0.01,900
-10.01,10.00,0.01,898
-5.04,-9.99,-0.01,797
-0.00,-0.02,0.01,897
9.99,10.03,0.01,898
-10.01,10.00,0.01,898
-0.03,10.00,0.01,996
10.00,10.02,0.01,897
-10.07,0.05,10.01,999
-10.02,-10.01,0.00,902
-10.04,-10.00,5.01,1456
-10.02,9.99,5.01,1455
-0.03,9.98,0.01,893
-0.04,14.75,9.97,2108
-10.01,-0.00,0.01,996
10.00,10.02,0.01,896
-10.01,-0.00,5.00,999
9.99,-9.98,0.00,898
10.00,10.03,0.01,896
-0.02,-0.01,0.01,898
4.88,-5.03,0.00,896
-0.03,-14.99,10.01,2110
9.94,-0.04,10.00,900
-10.04,-0.02,5.00,995
-0.05,0.00,10.01,906
-10.01,-10.02,10.01,1457
-5.02,0.01,0.00,896
-0.04,9.99,0.01,897
10.01,-10.00,0.00,900
4.91,-5.00,0.00,893
4.95,-14.98,0.01,992
-10.04,0.02,10.00,1001
10.04,-9.97,10.00,1462
9.98,9.96,0.00,890
-0.06,-9.96,10.01,906
15.03,-4.97,0.00,990
5.05,-4.99,5.01,1459
-9.99,10.00,10.00,1457
-0.03,9.97,5.00,1452
10.01,0.00,5.00,999
10.00,-0.01,10.01,1001
4.99,-0.02,0.00,895
10.01,-9.96,10.00,1465
-20.03,-0.02,0.01,899
-15.04,4.98,0.00,997
-9.99,-0.03,0.01,900
-0.03,-0.01,5.00,902
4.96,0.03,0.00,896
7.41,-0.00,0.00,894
-10.03,9.99,0.00,893
15.00,-14.98,-0.00,796
-10.01,-10.00,0.00,901
0.05,10.09,4.98,998
-0.01,5.01,0.01,895
-0.04,-10.00,-0.00,787
-10.04,-5.03,0.01,896
-0.07,-10.01,-0.00,799
-0.01,-0.01,0.01,895
-10.01,9.99,0.01,899
0.06,-14.97,5.01,1547
-0.06,-19.98,0.00,994
-0.06,-0.04,10.02,906
-0.03,9.98,0.01,899
-0.05,10.02,0.01,993
0.00,-0.02,0.01,890
-0.01,4.98,0.01,887
-15.14,-0.00,5.00,1556
9.96,0.00,-0.00,799
-5.02,-5.04,5.01,1456
-0.07,-10.02,-0.00,798
-10.01,-10.01,0.00,890
10.02,-0.03,5.00,998
-10.03,-10.00,0.00,897
10.01,10.05,0.01,897
-10.02,-10.00,0.00,899
-10.05,-9.98,0.00,900
10.00,0.01,-0.00,787
-0.10,-10.02,-0.00,793
-5.02,-0.01,0.00,899
-15.12,4.95,0.00,998
-10.02,0.00,5.00,998
-10.02,10.00,5.01,1457
-5.05,-14.98,0.00,994
9.97,5.00,0.00,897
9.97,0.01,15.00,801
10.00,0.02,-0.00,788
-9.95,-9.98,5.00,1462
-10.02,0.00,5.00,996
0.13,10.17,9.99,998
9.97,-9.99,-0.00,790
9.97,10.01,5.00,1461
0.34,-9.99,-0.00,788
9.96,-10.01,5.03,1461
9.99,-0.01,-0.00,798
9.97,9.99,0.01,897
-9.99,-0.03,0.01,900
-14.98,-9.97,0.01,999
10.00,10.01,0.01,899
-10.02,-10.01,0.00,900
0.01,-5.01,0.00,898
-10.02,-0.03,-0.00,796
-10.03,-0.02,-0.00,790
-10.03,-10.01,5.01,1464
-15.05,4.98,0.00,1000
9.98,0.02,-0.00,798
-10.02,-9.91,15.02,805
-0.01,14.76,9.93,2121
9.97,-0.01,0.00,897
-10.02,-10.00,0.00,898
-5.07,5.03,0.01,897
10.00,0.02,-0.00,792
9.97,-9.97,-0.00,799
-0.07,-19.97,0.00,997
-10.00,-9.98,0.00,901
-0.05,-10.01,-0.00,795
-0.01,-0.01,0.01,893
-10.02,-10.01,0.00,899
-10.01,10.00,5.01,1458
-10.02,-10.01,0.00,900
-10.05,15.06,0.00,994
4.95,-0.09,15.00,793
9.97,10.02,0.01,896
10.00,0.02,-0.00,796
-10.01,9.99,0.01,901
10.00,10.02,0.01,896
-10.01,10.00,0.01,898
9.92,-9.98,15.01,803
-0.03,0.02,15.01,797
-0.01,-10.01,-0.00,793
-10.02,-10.02,10.01,1457
-10.05,-9.97,0.00,899
10.01,10.00,10.01,1466
10.00,10.02,0.01,897
10.04,-9.99,0.00,896
-10.02,-14.97,-0.00,799
-0.02,-0.01,0.01,893
9.98,0.00,-0.00,798
4.97,0.03,0.00,896
10.01,10.00,5.00,1451
-10.04,0.09,15.01,808
9.95,5.01,0.00,895
9.96,-9.98,-0.00,791
-0.06,10.01,5.00,998
-0.06,10.02,0.01,993
-15.05,-10.03,0.01,1000
9.99,9.99,0.00,897
-9.99,-5.01,0.01,897
-10.02,-0.02,0.00,996
-10.01,-0.03,0.01,1553
-10.01,-0.04,-0.00,795
5.05,-0.01,0.00,888
-10.05,-9.98,0.00,897
10.00,10.02,0.01,895
-15.05,10.00,0.01,1561
0.00,-0.01,15.01,797
-0.03,10.00,5.00,1467
-10.02,-10.00,0.00,897
-0.00,-0.02,0.01,901
9.99,-0.01,0.00,898
-10.03,-5.02,0.01,898
-0.06,-5.01,0.00,896
-0.03,10.00,5.00,1564
-0.01,5.01,0.01,895
-10.03,-5.03,0.01,900
-0.03,9.97,0.01,899
-0.06,10.00,5.00,998
-5.03,-9.99,-0.01,786
0.00,-0.00,0.01,897
14.97,10.04,0.00,991
0.02,15.02,0.02,994
